Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,905,506,399,"['Cytokine-cytokine receptor interaction', 'RAC serine/threonine-protein kinase [EC:2.7.11.1]', 'Viral protein interaction with cytokine and cytokine receptor', 'JAK-STAT signaling pathway', 'Pathways in cancer', 'nuclear factor NF-kappa-B p105 subunit', 'Chemokine signaling pathway', 'inhibitor of nuclear factor kappa-B kinase subunit gamma', 'PI3K-Akt signaling pathway', 'apoptosis regulator BAX', 'Tuberculosis', 'caspase 3 [EC:3.4.22.56]', 'Lipid and atherosclerosis', 'interleukin 1 beta', 'tyrosine-protein kinase Src [EC:2.7.10.2]', 'C-X-C motif chemokine 1/2/3', 'apoptosis regulator Bcl-2', 'NOD-like receptor signaling pathway', 'Influenza A', 'cyclin-dependent kinase inhibitor 1A', 'Hematopoietic cell lineage', 'Th17 cell differentiation', 'Rheumatoid arthritis', 'Inflammatory bowel disease', 'TNF signaling pathway', 'Toll-like receptor signaling pathway', 'MAPK signaling pathway', 'IL-17 signaling pathway', 'NF-kappa B signaling pathway', 'Herpes simplex virus 1 infection', 'Human cytomegalovirus infection', 'Human T-cell leukemia virus 1 infection', 'tumor necrosis factor receptor superfamily member 1A', 'transforming growth factor beta-1', 'Kaposi sarcoma-associated herpesvirus infection', 'Myc proto-oncogene protein', 'Toxoplasmosis', 'Shigellosis', 'interleukin 8', 'Salmonella infection', 'Chagas disease', 'baculoviral IAP repeat-containing protein 2/3', 'interferon gamma', 'tumor necrosis factor receptor superfamily member 6', 'tumor necrosis factor ligand superfamily member 6', 'Osteoclast differentiation', 'transforming growth factor beta-2', 'Hepatitis B', 'Necroptosis', 'Coronavirus disease - COVID-19', 'Measles', 'interferon beta', 'Leishmaniasis', 'signal transducer and activator of transcription 1', 'Alcoholic liver disease', 'Epstein-Barr virus infection', 'transforming growth factor beta-3', 'TGF-beta signaling pathway', 'Janus kinase 2 [EC:2.7.10.2]', 'Pertussis', 'Fluid shear stress and atherosclerosis', 'Pathogenic Escherichia coli infection', 'myeloid differentiation primary response protein MyD88', 'interleukin 12A', 'Hormone signaling', 'interferon alpha', 'Amoebiasis', 'interleukin 12B', 'Proteoglycans in cancer', 'MHC class II antigen', 'Human papillomavirus infection', 'proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]', 'Intestinal immune network for IgA production', 'HIF-1 signaling pathway', 'Hepatitis C', 'interleukin 10', 'TGF-beta receptor type-1 [EC:2.7.11.30]', 'TGF-beta receptor type-2 [EC:2.7.11.30]', 'Rap1 signaling pathway', 'toll-like receptor 2', 'Malaria', 'Hippo signaling pathway', 'Metabolic pathways', 'Apoptosis', 'Human immunodeficiency virus 1 infection', 'interleukin 1 alpha', 'transcription factor 7-like 2', 'Neutrophil extracellular trap formation', 'AGE-RAGE signaling pathway in diabetic complications', 'Yersinia infection', 'C-type lectin receptor signaling pathway', 'apoptotic protease-activating factor', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'tumor necrosis factor receptor superfamily member 10A/B', 'Signaling pathways regulating pluripotency of stem cells', 'Hepatocellular carcinoma', 'Ras signaling pathway', 'Gastric cancer', 'integrin beta 2', 'nitric-oxide synthase, inducible [EC:1.14.13.39]', 'Alzheimer disease', 'Natural killer cell mediated cytotoxicity', 'cyclin-dependent kinase inhibitor 2A', 'Pathways of neurodegeneration - multiple diseases', 'interferon receptor 1', 'Focal adhesion', 'Legionellosis', 'interferon gamma receptor 1', 'Cell adhesion molecules', 'Viral carcinogenesis', 'MicroRNAs in cancer', 'Colorectal cancer', 'interleukin 18', 'C-C motif chemokine 2', 'adenomatosis polyposis coli protein', 'integrin alpha M', 'C-C motif chemokine 5', 'hepatocyte growth factor', 'granulocyte-macrophage colony-stimulating factor', 'Non-alcoholic fatty liver disease', 'monocyte differentiation antigen CD14', 'Phagosome', 'Acute myeloid leukemia', 'T cell receptor signaling pathway', 'C-X-C motif chemokine 5/6', 'Regulation of actin cytoskeleton', 'Pancreatic cancer', 'Cellular senescence', 'Epithelial cell signaling in Helicobacter pylori infection', 'RIG-I-like receptor signaling pathway', 'Chemical carcinogenesis - reactive oxygen species', 'T-cell surface glycoprotein CD4', 'FoxO signaling pathway', 'Breast cancer', 'Leukocyte transendothelial migration', 'Small cell lung cancer', 'C-X-C chemokine receptor type 4', 'Efferocytosis', 'Neuroactive ligand-receptor interaction', 'Autophagy - animal', 'Allograft rejection', 'EGFR tyrosine kinase inhibitor resistance', 'CD86 antigen', 'Type I diabetes mellitus', 'Chronic myeloid leukemia', 'interleukin 1 receptor type I', 'Prostate cancer', 'Cytosolic DNA-sensing pathway', 'Endocytosis', 'Autoimmune thyroid disease', 'interleukin 2 receptor gamma', 'macrophage colony-stimulating factor 1', 'integrin alpha L', 'NACHT, LRR and PYD domains-containing protein 3', 'Diabetic cardiomyopathy', 'p53 signaling pathway', 'C-X-C motif chemokine 12', 'Platinum drug resistance', 'breast cancer anti-estrogen resistance 1', 'Staphylococcus aureus infection', 'Primary immunodeficiency', 'macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]', 'Viral myocarditis', 'heme oxygenase 1 [EC:1.14.14.18]', 'interleukin 2 receptor beta', 'CD80 antigen', 'Chemical carcinogenesis - receptor activation', 'African trypanosomiasis', 'C-C chemokine receptor type 5', 'Amyotrophic lateral sclerosis', 'Endocrine resistance', 'Neurotrophin signaling pathway', 'lymphocyte cell-specific protein tyrosine kinase [EC:2.7.10.2]', 'Phospholipase D signaling pathway', 'cAMP signaling pathway', 'kinase insert domain protein receptor [EC:2.7.10.1]', 'neutrophil cytosolic factor 2', 'Growth hormone synthesis, secretion and action', 'beta-glucuronidase [EC:3.2.1.31]', 'Renal cell carcinoma', 'Relaxin signaling pathway', 'interleukin 23 subunit alpha', 'interleukin 6 signal transducer', 'FMS-like tyrosine kinase 1 [EC:2.7.10.1]', 'Axon guidance', 'toll-like receptor 3', 'Calcium signaling pathway', 'glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]', 'Systemic lupus erythematosus', 'Prolactin signaling pathway', 'Melanoma', 'low affinity immunoglobulin gamma Fc receptor III', 'FMS-like tyrosine kinase 4 [EC:2.7.10.1]', 'Prion disease', 'Graft-versus-host disease', 'Adipocytokine signaling pathway', 'KIT ligand', 'adiponectin', 'fms-related tyrosine kinase 3 [EC:2.7.10.1]', 'erythropoietin', 'neutrophil cytosolic factor 4', 'Asthma', 'Apoptosis - multiple species', 'Longevity regulating pathway', 'Adherens junction', 'transferrin receptor', 'plasminogen activator inhibitor 1', 'carbonic anhydrase 2 [EC:4.2.1.1]', 'Central carbon metabolism in cancer', 'C-C motif chemokine 3', 'granulocyte colony-stimulating factor', 'Non-small cell lung cancer', 'bone morphogenetic protein receptor type-2 [EC:2.7.11.30]', 'Glioma', 'NADPH oxidase 1', 'interleukin 15', 'Endometrial cancer', 'AMPK signaling pathway', 'erythropoietin receptor', 'bone morphogenetic protein receptor type-1B [EC:2.7.11.30]', 'leptin', 'Wnt signaling pathway', 'lymphotoxin alpha (TNF superfamily, member 1)', 'Thyroid hormone signaling pathway', 'Cushing syndrome', 'tumor necrosis factor receptor superfamily member 1B', 'CASP8 and FADD-like apoptosis regulator', 'C-C motif chemokine 4', 'tumor necrosis factor, alpha-induced protein 3 [EC:3.4.19.12]', 'claudin', 'transcription initiation factor TFIID TATA-box-binding protein', 'Sphingolipid signaling pathway', 'interleukin 1 receptor type II', 'C-X-C chemokine receptor type 2', 'Bladder cancer', 'C-C motif chemokine 15/23', 'Choline metabolism in cancer', 'glucagon', 'fatty acid synthase, animal type [EC:2.3.1.85]', 'interleukin 12 receptor beta-1', 'Autophagy - other', 'ubiquitin carboxyl-terminal hydrolase CYLD [EC:3.4.19.12]', 'C-X3-C motif chemokine 1', 'interleukin 3 receptor alpha', 'bone morphogenetic protein receptor type-1A [EC:2.7.11.30]', 'CD44 antigen', 'toll-like receptor 5', 'interleukin 10 receptor beta', 'Dilated cardiomyopathy', 'toll-like receptor 6', 'growth hormone receptor', 'Oxytocin signaling pathway', 'Hypertrophic cardiomyopathy', 'beta-2-microglobulin', 'C-C motif chemokine 11', 'Insulin resistance', 'interleukin 17A', 'C-X-C chemokine receptor type 1', 'interleukin 10 receptor alpha', 'Apelin signaling pathway', 'Cell cycle', 'interleukin 12 receptor beta-2', 'Insulin secretion', 'B cell receptor signaling pathway', 'PPAR signaling pathway', 'tumor necrosis factor receptor superfamily member 11A', 'acyl-CoA 6-desaturase (Delta-6 desaturase) [EC:1.14.19.3]', 'interleukin 23 receptor', 'tumor necrosis factor receptor superfamily member 13C', 'C-C motif chemokine 17', 'fms-related tyrosine kinase 3 ligand', 'MHC class II transactivator [EC:2.7.11.1]', 'myeloperoxidase [EC:1.11.2.2]', 'activin receptor type-1 [EC:2.7.11.30]', 'ATP-binding cassette, subfamily A (ABC1), member 1', 'Insulin signaling pathway', 'C-C chemokine receptor type 4', 'toll-like receptor 7', 'Tight junction', 'C-C chemokine receptor type 1', 'C-C chemokine receptor type 8', 'Basal cell carcinoma', 'Antigen processing and presentation', 'interleukin 15 receptor alpha', 'receptor-interacting serine/threonine-protein kinase 2 [EC:2.7.11.1]', 'Inflammatory mediator regulation of TRP channels', 'interferon regulatory factor 1', 'B-lymphocyte antigen CD19', 'Parathyroid hormone synthesis, secretion and action', 'Huntington disease', 'Pancreatic secretion', 'interleukin 11', 'granulocyte colony-stimulating factor receptor', 'Thyroid cancer', ""purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]"", 'C-C chemokine receptor type 10', 'C-C motif chemokine 22', 'CX3C chemokine receptor 1', 'C-C motif chemokine 21', 'cysteine protease ATG4 [EC:3.4.22.-]', 'Ferroptosis', 'C-C motif chemokine 25', 'high mobility group protein B1', 'activin receptor type-2B [EC:2.7.11.30]', 'cholecystokinin', 'interleukin 17F', 'Thermogenesis', 'thrombopoietin', 'interleukin 22', 'C-C motif chemokine 19', 'C-X-C motif chemokine 11', 'Melanogenesis', 'hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]', 'autophagy-related protein 16-1', 'caspase recruitment domain-containing protein 9', 'C-C motif chemokine 7', 'NLR family member X1', 'ubiquitin-like modifier-activating enzyme ATG7', 'cullin 2', 'C-C motif chemokine 28', 'cytokine receptor common subunit beta', 'C-X-C motif chemokine 9', 'granulocyte-macrophage colony-stimulating factor receptor alpha', 'nucleotide-binding oligomerization domain-containing protein 2', 'Spinocerebellar ataxia', 'VEGF signaling pathway', 'bone morphogenetic protein 7', 'Complement and coagulation cascades', 'ghrelin', 'potassium intermediate/small conductance calcium-activated channel subfamily N member 4', 'C-C motif chemokine 13', 'Parkinson disease', 'C-type lectin domain family 7 member A', 'Type II diabetes mellitus', 'neprilysin [EC:3.4.24.11]', 'cytotoxic T-lymphocyte-associated protein 4', 'interleukin 1 receptor accessory protein', 'mitogen-activated protein kinase kinase kinase 8 [EC:2.7.11.25]', 'Cholinergic synapse', 'interferon omega', 'leukemia inhibitory factor receptor', 'C-C motif chemokine 16', 'interleukin 20 receptor beta', 'C1GALT1-specific chaperone 1', 'C-C motif chemokine 14', 'C-C chemokine receptor type 6', 'C-C motif chemokine 27', 'interleukin 27 subunit alpha', 'interleukin 19', 'Protein digestion and absorption', 'Salivary secretion', 'interleukin 20', 'inhibin beta E chain', 'inhibin beta C chain', 'Drug metabolism - other enzymes', 'C-C motif chemokine 24', 'interferon epsilon', 'thrombopoietin receptor', 'fatty acid-binding protein 1, liver', 'tumor necrosis factor receptor superfamily member 13B', 'Protein processing in endoplasmic reticulum', 'C-C motif chemokine 26', 'C-X-C motif chemokine 14', 'C-X-C chemokine receptor type 3', 'phenylpyruvate tautomerase [EC:5.3.2.1]', 'Fat digestion and absorption', 'C-X-C motif chemokine 13', 'ECM-receptor interaction', 'inhibin beta A chain', 'anti-mullerian hormone receptor type-2 [EC:2.7.11.30]', 'interleukin 17D', 'C-C motif chemokine 8', 'growth differentiation factor 5', 'Cytoskeleton in muscle cells', 'C-X-C chemokine receptor type 5', 'Gastric acid secretion', 'Ubiquitin mediated proteolysis', 'C-C chemokine receptor type 2', 'ABC transporters', 'inhibin beta B chain', 'lymphotoxin beta (TNF superfamily, member 3)', 'integrin alpha X', 'solute carrier family 4 (sodium bicarbonate cotransporter), member 4', 'interleukin 11 receptor alpha', 'Viral life cycle - HIV-1', 'interleukin 9 receptor', 'interferon kappa', 'interleukin 13 receptor alpha-1', 'C-C motif chemokine 18', 'interleukin 17 receptor A', 'Virion - Human immunodeficiency virus', 'Mitophagy - animal', 'pyrin', 'interleukin 18 receptor accessory protein', 'Fc gamma R-mediated phagocytosis', 'Adrenergic signaling in cardiomyocytes', 'GnRH secretion', 'Antifolate resistance', 'calcium-activated chloride channel regulator 1', 'ciliary neurotrophic factor', 'interleukin 17B', 'interleukin 26', 'small subunit ribosomal protein S18e', 'Glycosphingolipid biosynthesis - globo and isoglobo series', 'Lysosome', 'inducible T-cell co-stimulator ligand', 'Purine metabolism', 'liver X receptor beta', 'Nucleotide metabolism', 'cardiotrophin 1', 'Proximal tubule bicarbonate reclamation', 'Porphyrin metabolism', 'tumor necrosis factor receptor superfamily member 11B', 'fatty acid-binding protein 2, intestinal', 'tumor necrosis factor receptor superfamily member 17', 'motilin', 'sphingosine 1-phosphate receptor 5', 'heterogeneous nuclear ribonucleoprotein A1/A3', 'ankyrin-3', 'ciliary neurotrophic factor receptor', 'C-X-C chemokine receptor type 6', 'C-X-C chemokine receptor type 7 (atypical chemokine receptor 3)', 'T-cell surface glycoprotein CD2', 'semenogelase [EC:3.4.21.77]', 'Fatty acid metabolism', 'ectodysplasin-A', 'beta-defensin 1', 'interleukin 37', 'tumor necrosis factor receptor superfamily member 10C', 'thymic stromal-derived lymphopoietin receptor', 'tumor necrosis factor receptor superfamily member EDAR', 'interleukin 13 receptor alpha-2', 'C-X-C motif chemokine 16', 'toll-like receptor 1', 'leucine-rich repeat kinase 2 [EC:2.7.11.1]', 'tumor necrosis factor receptor superfamily member 10D', 'Virion - Adenovirus', 'MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5', 'Cocaine addiction', 'Hedgehog signaling pathway', 'tumor necrosis factor receptor superfamily member 19', 'interleukin-1 receptor-associated kinase 3 [EC:2.7.11.1]', 'Renin secretion', 'solute carrier family 15 (oligopeptide transporter), member 1', 'Ribosome', 'MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 1', 'Ascorbate and aldarate metabolism', 'Pentose and glucuronate interconversions', 'Glycosaminoglycan degradation', 'interferon regulatory factor 8', 'Biosynthesis of cofactors', 'interleukin 22 receptor alpha 2', 'Mucin type O-glycan biosynthesis', 'SEL1 protein', 'tumor necrosis factor receptor superfamily member 25', 'Basal transcription factors', 'neurotensin', 'Fatty acid biosynthesis', 'Phenylalanine metabolism', 'Tyrosine metabolism', 'alpha-Linolenic acid metabolism', 'hepatocyte growth factor-like protein', 'Biosynthesis of unsaturated fatty acids', 'interleukin 1 receptor-like 1', 'erbb2-interacting protein', 'Base excision repair', 'Virion - Lassa virus and SFTS virus', 'solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29', 'tumor necrosis factor receptor superfamily member 18', 'Mineral absorption', 'discs large protein 5', 'Carbon metabolism', 'secreted frizzled-related protein 3', 'tachykinin 1', 'Other types of O-glycan biosynthesis', 'Collecting duct acid secretion', 'NACHT, LRR and PYD domains-containing protein 1', 'tumor necrosis factor receptor superfamily member 6B', 'deleted in malignant brain tumors 1 protein', 'neuropeptide W', 'tumor necrosis factor ligand superfamily member 7', 'free fatty acid receptor 2', 'Dopaminergic synapse', 'CD68 antigen', 'NACHT, LRR and PYD domains-containing protein 6', 'interleukin 36 alpha', 'leucine-rich repeat-containing G protein-coupled receptor 5', 'ATF-like basic leucine zipper transcriptional factor', 'solute carrier family 26 (sulfate anion transporter), member 2', 'protein S100-A9', 'Peroxisome', 'NACHT, LRR and PYD domains-containing protein 12', 'Proteasome', 'Glycolysis / Gluconeogenesis', 'Spliceosome', 'autophagy-related protein 16-2', 'interferon regulatory factor 5', 'Cholesterol metabolism', 'Biosynthesis of amino acids', 'tumor necrosis factor receptor superfamily member 12A', 'Carbohydrate digestion and absorption', 'tumor necrosis factor receptor superfamily member 4', 'Arginine biosynthesis', 'Arginine and proline metabolism', 'intercellular adhesion molecule 3', 'GABAergic synapse']","['Bacillota', 'Clostridia', 'Eubacteriales', 'Oscillospiraceae', 'Lachnospiraceae', 'Bacteroidota', 'Bacteroidia', 'Bacteroidales', 'Actinomycetota', 'Bacilli', 'Coriobacteriia', 'Christensenellaceae', 'Lactobacillales', 'Eggerthellaceae', 'Eggerthellales', 'Prevotellaceae', 'Blautia', 'Negativicutes', 'Actinobacteria', 'Bacteroidaceae', 'Eubacteriales_incertae_sedis_XIII', 'Coriobacteriales', 'Lactobacillaceae', 'Guopingia', 'Caryophanales', 'Rikenellaceae', 'Peptoniphilaceae', 'Alistipes', 'Sellimonas', 'Peptococcaceae', 'Bacteroides', 'Peptostreptococcaceae', 'Veillonellales', 'Muriventricola', 'Muribaculaceae', 'Veillonellaceae', 'Mediterraneibacter', 'Coriobacteriaceae', 'Solibaculum', 'Streptococcaceae', 'Fusobacteriota', 'Phocaeicola', 'Hydrogeniiclostridium', 'Porphyromonadaceae', 'Fusobacteriia', 'Anaerotignum', 'Sporobacter', 'Fusobacteriales', 'Anaerotruncus', 'Intestinimonas', 'Luoshenia', 'Flintibacter', 'Actinomycetaceae', 'Actinomycetales', 'Selenomonadales', 'Streptococcus', 'Atopobiaceae', 'Fumia', 'Adlercreutzia', 'Massiliimalia', 'Ihubacter', 'Anaerosporobacter', 'Kineothrix', 'Laedolimicola', 'Dorea', 'Odoribacteraceae', 'Clostridiaceae 1', 'Eubacteriaceae', 'Papillibacter', 'Ruminococcus', 'Eubacteriales_incertae_sedis', 'Gehongia', 'Collinsella', 'Vescimonas', 'Faecalibacterium', 'Chloroplast', 'Cyanobacteriota', 'Enterocloster', 'Clostridium sensu stricto', 'Hominimerdicola', 'Oscillibacter', 'Caproicibacter', 'Lentihominibacter', 'Lawsonibacter', 'Bacillaceae', 'Roseburia', 'Parabacteroides', 'Muricoprocola', 'Harryflintia', 'Clostridiaceae 4', 'Caryophanaceae', 'Ructibacterium', 'Colidextribacter', 'Ruminococcoides', 'Lachnospira', 'Monoglobus', 'Peptoniphilus', 'Fusobacteriaceae', 'Segatella', 'Coprococcus', 'Tepidibaculum', 'Selenomonadaceae', 'Gallintestinimicrobium', 'Barnesiellaceae', 'Mycobacteriales', 'Muribaculum', 'Anaerostipes', 'Criibacterium', 'Paludihabitans', 'Bryobacteraceae', 'Peptococcus', 'Butyricicoccus', 'Acidobacteriota', 'Bryobacter', 'Terriglobia', 'Bryobacterales', 'Acidaminococcaceae', 'Leuconostocaceae', 'Isachenkonia', 'Duncaniella', 'Acidaminococcales', 'Prevotella', 'Limosilactobacillus', 'Clostridiaceae 2', 'Dysosmobacter', 'Fournierella', 'Anaerofilum', 'Catenibacillus', 'Ethanoligenens', 'Merdimonas', 'Butyricimonas', 'Beduinibacterium', 'Aminipila', 'Porphyromonas', 'Acetanaerobacterium', 'Fusobacterium', 'Bacillota_incertae_sedis', 'Lentisphaerota', 'Actinomyces', 'Pararoseburia', 'Guggenheimella', 'Campylobacter', 'Lactobacillus', 'Cyanophyceae', 'Eubacteriales_incertae_sedis_XII', 'Neglecta', 'Campylobacteraceae', 'Odoribacter', 'Anthropogastromicrobium', 'Raoultibacter', 'Dialister', 'Zongyangia', 'Thermoanaerobacterales', 'Robinsoniella', 'Lachnotalea', 'Corynebacteriaceae', 'Campylobacterota', 'Anaeromassilibacillus', 'Acutalibacter', 'Paraprevotella', 'Faecalicatena', 'Campylobacteria', 'Ichthyobacteriaceae', 'Flavobacteriia', 'Campylobacterales', 'Corynebacterium', 'Ercella', 'Ichthyobacterium', 'Flavobacteriales', 'Sporosarcina', 'Oribacterium', 'Caproiciproducens', 'Enorma', 'Phascolarctobacterium', 'Gordonibacter', 'Prevotellamassilia', 'Leyella', 'Defluviitalea', 'Veillonella', 'Megasphaera', 'Defluviitaleaceae', 'Brotolimicola', 'Bifidobacterium', 'Stomatobaculum', 'Ligaoa', 'Novisyntrophococcus', 'Faecalicoccus', 'Anaerotaenia', 'Waltera', 'Barnesiella', 'Coprobacter', 'Cuneatibacter', 'Ruthenibacterium', 'Slackia', 'Brotonthovivens', 'Desulfitibacter', 'Mordavella', 'Agathobaculum', 'Gallibacter', 'Baileyella', 'Agathobacter', 'Christensenella', 'Youxingia', 'Gemmiger', 'Thermotalea', 'Anaerococcus', 'Lentisphaeria', 'Victivallis', 'Victivallaceae', 'Victivallales', 'Syntrophomonadaceae', 'Companilactobacillus', 'Capillibacterium', 'Ellagibacter', 'Aerococcaceae', 'Euglenida', 'Anaerovorax', 'Hoylesella', 'Weissella', 'Natranaerobiales', 'Alloprevotella', 'Caproicibacterium', 'Vallitaleaceae', 'Pseudoflavonifractor', 'Marinilabiliaceae', 'Leuconostoc', 'Lactococcus', 'Massiliprevotella', 'Hydrogenoanaerobacterium', 'Ligilactobacillus', 'Natranaerobiaceae', 'Lactonifactor', 'Paramuribaculum', 'Cellulosilyticum', 'Anaerovibrio', 'Thermoclostridium', 'Euryarchaeota', 'Anaerophaga', 'Ezakiella', 'Diplocloster', 'Howardella', 'Hespellia', 'Dethiobacter', 'Lacrimispora', 'Acetatifactor', 'Olsenella', 'Oligosphaerales', 'Faecalimonas', 'Huintestinicola', 'Eubacterium', 'Petroclostridium', 'Negativibacillus', 'Cetobacterium', 'Lachnoanaerobaculum', 'Moryella', 'Mogibacterium', 'Petrocella', 'Anaerobacterium', 'Oligosphaeria', 'Cryptanaerobacter', 'Oligosphaera', 'Oligosphaeraceae', 'Streptophyta', 'Desertifilales', 'Roseofilum', 'Desertifilaceae', 'Virgibacillus', 'Paenibacillaceae', 'Heliobacterium', 'Heliobacteriaceae', 'Pelospora', 'Oenococcus', 'Staphylococcaceae', 'Desulfurispora', 'Allisonella', 'Brochothrix', 'Paenibacillus', 'Gracilibacteraceae', 'Niallia', 'Lysinibacillus', 'Staphylococcus', 'Cryptobacterium', 'Thermophilibacter', 'Acetivibrio', 'Carnobacteriaceae', 'Succiniclasticum', 'Stecheria', 'Peribacillus', 'Paraeggerthella', 'Arabiibacter', 'Actinotignum', 'Microbacteriaceae', 'Acidaminococcus', 'Curtanaerobium', 'Lacticaseibacillus', 'Desulfohalotomaculum', 'Listeriaceae', 'Acetitomaculum', 'Jutongia', 'Psychrobacillus', 'Pediococcus', 'Schaalia', 'Syntrophomonas', 'Williamwhitmaniaceae', 'Megamonas', 'Senegalimassilia', 'Carnobacterium', 'Ornithinibacillus', 'Kocuria', 'Enterococcaceae', 'Terrisporobacter', 'Pectinatus', 'Dellaglioa', 'Anaerosomataceae', 'Murimonas', 'Abiotrophia', 'Acetobacteroides', 'Lutispora', 'Propionispira', 'Oceanobacillus', 'Berryella', 'Pseudoclavibacter', 'Fannyhessea', 'Fusicatenibacter', 'Sphingobacteriia', 'Gleimia', 'Murdochiella', 'Drancourtella', 'Albibacterium', 'Sphingobacteriaceae', 'Thermanaerosceptrum', 'Enterococcus', 'Anaeroglobus', 'Peptidiphaga', 'Hoministercoradaptatus', 'Koleobacteraceae', 'Syntrophococcus', 'Parvimonas', 'Filifactor', 'Romboutsia', 'Anaerosoma', 'Intestinibacter', 'Methanobrevibacter', 'Lachnobacterium', 'Methanomassiliicoccus', 'Lawsonella', 'Weizmannia', 'Priestia', 'Fenollaria', 'Bacillales_Incertae Sedis XI', 'Pseudoprevotella', 'Sphingobacteriales', 'Pseudobutyrivibrio', 'Varibaculum', 'Thermoplasmata', 'Levilactobacillus', 'Methanobacteriaceae', 'Miniphocaeibacter', 'Atopobium', 'Suilimivivens', 'Paeniclostridium', 'Proteinivorax', 'Lactiplantibacillus', 'Salinithrix', 'Methanobacteria', 'Metaprevotella', 'Koleobacterales', 'Intestinibacillus', 'Pseudobacteroides', 'Facklamia', 'Garciella', 'Symbiobacteriaceae', 'Peptostreptococcus', 'Cloacibacillus', 'Methanomassiliicoccaceae', 'Anaerosomatales', 'Alloscardovia', 'Finegoldia', 'Solobacterium', 'Koleobacter', 'Aminivibrio', 'Proteinivoraceae', 'Methanobacteriales', 'Cellulosibacter', 'Sporofaciens', 'Tepidimicrobium', 'Thermoactinomycetaceae', 'Peptacetobacter', 'Tissierellaceae', 'Tissierellales', 'Falcatimonas', 'Prolixibacteraceae', 'Roseimarinus', 'Desulfocucumis', 'Methanomassiliicoccales', 'Pusillibacter', 'Lawsonellaceae', 'Tissierellia', 'Alterileibacterium']",-0.48360825,3.1441445,3,0.1,10,50,100,0.1,0.1
1,9,9,0,"['mitogen-activated protein kinase 1/3 [EC:2.7.11.24]', 'integrin beta 1', 'low density lipoprotein receptor-related protein 5/6', 'Virion - Rotavirus', 'Glutamatergic synapse', 'Circadian entrainment', 'Long-term potentiation', 'Retrograde endocannabinoid signaling', 'Vascular smooth muscle contraction']",[],0.71525186,0.22720198,3,0.1,10,50,100,0.1,0.1
2,7,7,0,"['actin beta/gamma 1', 'tumor necrosis factor receptor superfamily member 16', 'Thy-1 cell surface antigen', 'Vibrio cholerae infection', 'ATP-dependent chromatin remodeling', 'Motor proteins', 'Virion - Ebolavirus, Lyssavirus and Morbillivirus']",[],0.78464204,0.28907058,3,0.1,10,50,100,0.1,0.1
3,3,3,0,"['insulin-like growth factor 1', 'Progesterone-mediated oocyte maturation', 'cGMP-PKG signaling pathway']",[],0.7228394,0.09667766,3,0.1,10,50,100,0.1,0.1
4,4,4,0,"['Transcriptional misregulation in cancer', 'interleukin 6 receptor', 'somatostatin', 'Glucagon signaling pathway']",[],0.90744656,0.09221241,3,0.1,10,50,100,0.1,0.1
5,10,8,2,"['interferon receptor 2', 'toll-interleukin 1 receptor (TIR) domain-containing adaptor protein', 'C-C chemokine receptor type 3', 'C-C chemokine receptor type 9', 'galactoside 2-L-fucosyltransferase 1/2 [EC:2.4.1.69]', 'bestrophin-2', 'Thyroid hormone synthesis', 'dual oxidase [EC:1.6.3.1 1.11.1.-]']","['Tractidigestivibacter', 'Amedibacterium']",0.53088236,0.27822474,3,0.1,10,50,100,0.1,0.1
6,7,7,0,"['C-X-C motif chemokine 10', 'lymphotoxin beta receptor TNFR superfamily member 3', 'alpha-N-acetylneuraminate alpha-2,8-sialyltransferase (sialyltransferase 8A) [EC:2.4.3.8]', 'Glycosphingolipid biosynthesis - lacto and neolacto series', 'carbonic anhydrase [EC:4.2.1.1]', 'galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65]', 'Glycosphingolipid biosynthesis - ganglio series']",[],0.33196035,0.21213676,3,0.1,10,50,100,0.1,0.1
7,4,3,1,"['interleukin 2 receptor alpha', 'interleukin 13', 'lipocalin 2']",['Xiamenia'],0.7198037,0.09133056,3,0.1,10,50,100,0.1,0.1
8,4,1,3,['interleukin 3'],"['Bifidobacteriales', 'Bifidobacteriaceae', 'Micrococcaceae']",0.758899,0.060826816,3,0.1,10,50,100,0.1,0.1
9,5,5,0,"['toll-like receptor 9', 'laminin, beta 1', 'interleukin 7', 'Bile secretion', 'guanylate cyclase activator 2']",[],0.44513845,0.2512336,3,0.1,10,50,100,0.1,0.1
