Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,118,103,15,"['Cytokine-cytokine receptor interaction', 'interleukin 1 beta', 'myeloid differentiation primary response protein MyD88', 'JAK-STAT signaling pathway', 'Pathways in cancer', 'IL-17 signaling pathway', 'FMS-like tyrosine kinase 1 [EC:2.7.10.1]', 'PI3K-Akt signaling pathway', 'NF-kappa B signaling pathway', 'Tuberculosis', 'Inflammatory bowel disease', 'Th17 cell differentiation', 'TNF signaling pathway', 'Toll-like receptor signaling pathway', 'Lipid and atherosclerosis', 'TGF-beta signaling pathway', 'Intestinal immune network for IgA production', 'interleukin 1 receptor type II', 'Human cytomegalovirus infection', 'MAPK signaling pathway', 'Signaling pathways regulating pluripotency of stem cells', 'Herpes simplex virus 1 infection', 'Osteoclast differentiation', 'Kaposi sarcoma-associated herpesvirus infection', 'Transcriptional misregulation in cancer', 'interleukin 17A', 'Toxoplasmosis', 'Alcoholic liver disease', 'Chagas disease', 'Hippo signaling pathway', 'Epstein-Barr virus infection', 'Pertussis', 'Fluid shear stress and atherosclerosis', 'Neutrophil extracellular trap formation', 'interleukin 18 receptor 1', 'Leishmaniasis', 'Th1 and Th2 cell differentiation', 'Amoebiasis', 'C-type lectin receptor signaling pathway', 'Measles', 'HIF-1 signaling pathway', 'Rap1 signaling pathway', 'Proteoglycans in cancer', 'Autophagy - animal', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Malaria', 'Hepatitis B', 'interleukin 1 receptor accessory protein', 'Efferocytosis', 'Viral carcinogenesis', 'Ras signaling pathway', 'Apoptosis', 'Human papillomavirus infection', 'Hepatitis C', 'Natural killer cell mediated cytotoxicity', 'Chemical carcinogenesis - reactive oxygen species', 'AGE-RAGE signaling pathway in diabetic complications', 'Hepatocellular carcinoma', 'Human immunodeficiency virus 1 infection', 'Epithelial cell signaling in Helicobacter pylori infection', 'Acute myeloid leukemia', 'Regulation of actin cytoskeleton', 'Cytosolic DNA-sensing pathway', 'Non-alcoholic fatty liver disease', 'Growth hormone synthesis, secretion and action', 'Cellular senescence', 'FoxO signaling pathway', 'Phospholipase D signaling pathway', 'Small cell lung cancer', 'Colorectal cancer', 'Prostate cancer', 'Pancreatic cancer', 'Breast cancer', 'EGFR tyrosine kinase inhibitor resistance', 'Chronic myeloid leukemia', 'Renal cell carcinoma', 'Platinum drug resistance', 'Prion disease', 'Antigen processing and presentation', 'Prolactin signaling pathway', 'Relaxin signaling pathway', 'Chemical carcinogenesis - receptor activation', 'Central carbon metabolism in cancer', 'Endocrine resistance', 'Insulin resistance', 'Melanoma', 'Huntington disease', 'Bladder cancer', 'Non-small cell lung cancer', 'mTOR signaling pathway', 'Glioma', 'Thyroid hormone signaling pathway', 'Apelin signaling pathway', 'Inflammatory mediator regulation of TRP channels', 'Oxytocin signaling pathway', 'B cell receptor signaling pathway', 'ErbB signaling pathway', 'Thyroid cancer', 'Parkinson disease', 'Arginine and proline metabolism', 'Antifolate resistance', 'Peroxisome', 'Arginine biosynthesis']","['Bacillota', 'Clostridia', 'Eubacteriales', 'Christensenellaceae', 'Anaerobium', 'Syntrophomonadaceae', 'Robinsoniella', 'Moryella', 'Hydrogenoanaerobacterium', 'Ruthenibacterium', 'Caldinitratiruptor', 'Alterileibacterium', 'Thermoplasmata', 'Methanomassiliicoccales', 'Frisingicoccus']",-0.15845956,1.2543957,3,0.1,10,50,100,0.1,10
1,3,2,1,"['caspase 3 [EC:3.4.22.56]', 'toll-like receptor 1']",['Lactobacillales'],0.6471467,0.14449553,3,0.1,10,50,100,0.1,10
2,7,5,2,"['toll-like receptor 4', 'hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]', 'semenogelase [EC:3.4.21.77]', 'Glycosphingolipid biosynthesis - lacto and neolacto series', 'Glycosphingolipid biosynthesis - globo and isoglobo series']","['Capillibacterium', 'Megamonas']",0.7942578,0.3873396,3,0.1,10,50,100,0.1,10
3,4,3,1,"['tumor necrosis factor receptor superfamily member 1A', 'C-C motif chemokine 20', 'anti-mullerian hormone receptor type-2 [EC:2.7.11.30]']",['Scardovia'],0.76648474,0.11927326,3,0.1,10,50,100,0.1,10
4,7,5,2,"['Myc proto-oncogene protein', 'C-X-C chemokine receptor type 1', 'neprilysin [EC:3.4.24.11]', 'Wnt signaling pathway', 'Biosynthesis of amino acids']","['Peptoniphilaceae', 'Monoglobus']",0.61470324,0.24546915,3,0.1,10,50,100,0.1,10
5,5,2,3,"['cyclin-dependent kinase inhibitor 2A', 'interferon receptor 2']","['Campylobacteria', 'Miniphocaeibacter', 'Fructilactobacillus']",0.4561059,0.19246706,3,0.1,10,50,100,0.1,10
6,3,2,1,"['nitric-oxide synthase, inducible [EC:1.14.13.39]', 'Chemokine signaling pathway']",['Laedolimicola'],0.7304244,0.11087974,3,0.1,10,50,100,0.1,10
7,6,5,1,"['apoptotic protease-activating factor', 'ectodysplasin-A', 'lymphotoxin beta (TNF superfamily, member 3)', 'Asthma', 'Gap junction']",['Tepidibaculum'],0.6209597,0.17450972,3,0.1,10,50,100,0.1,10
8,9,3,6,"['toll-like receptor 2', 'NACHT, LRR and PYD domains-containing protein 3', 'tumor necrosis factor ligand superfamily member 7']","['Eubacteriaceae', 'Clostridiaceae 1', 'Butyricimonas', 'Romboutsia', 'Gemella', 'Bacillales_Incertae Sedis XI']",0.48098338,0.2731816,3,0.1,10,50,100,0.1,10
9,3,2,1,"['monocyte differentiation antigen CD14', 'C-C motif chemokine 25']",['Bacillota_incertae_sedis'],0.70990944,0.16433884,3,0.1,10,50,100,0.1,10
