Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,2,1,1,['Viral protein interaction with cytokine and cytokine receptor'],['Sphingobacteriia'],0.88794523,0.008144178,2,0.03,60,10,100,0.1,0.1
1,6,4,2,"['JAK-STAT signaling pathway', 'defensin, alpha', 'erythropoietin receptor', 'lipocalin 2']","['Acidaminococcus', 'Varibaculum']",0.54711443,0.07846183,2,0.03,60,10,100,0.1,0.1
2,2,2,0,"['PI3K-Akt signaling pathway', 'Salmonella infection']",[],0.89589214,0.0143049285,2,0.03,60,10,100,0.1,0.1
3,3,3,0,"['transcription factor AP-1', 'Small cell lung cancer', 'Sphingolipid signaling pathway']",[],0.7151119,0.029260742,2,0.03,60,10,100,0.1,0.1
4,3,3,0,"['Tuberculosis', 'Endocytosis', 'Antifolate resistance']",[],0.7849455,0.023368511,2,0.03,60,10,100,0.1,0.1
5,4,3,1,"['Hematopoietic cell lineage', 'Allograft rejection', 'interleukin 17 receptor C']",['Sphingobacteriales'],0.46252602,0.052229322,2,0.03,60,10,100,0.1,0.1
6,3,3,0,"['NOD-like receptor signaling pathway', 'tumor necrosis factor receptor superfamily member 5', 'erbb2-interacting protein']",[],0.5689611,0.03323852,2,0.03,60,10,100,0.1,0.1
7,2,2,0,"['epidermal growth factor receptor [EC:2.7.10.1]', 'Central carbon metabolism in cancer']",[],0.884457,0.02710544,2,0.03,60,10,100,0.1,0.1
8,2,2,0,"['inhibitor of nuclear factor kappa-B kinase subunit gamma', 'interleukin 3']",[],0.82398754,0.022636348,2,0.03,60,10,100,0.1,0.1
9,3,3,0,"['Th17 cell differentiation', 'transforming growth factor beta-1', 'activin receptor type-1B [EC:2.7.11.30]']",[],0.86589485,0.02125078,2,0.03,60,10,100,0.1,0.1
10,2,2,0,"['Lipid and atherosclerosis', 'ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]']",[],0.65242237,0.029575774,2,0.03,60,10,100,0.1,0.1
