Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,863,501,362,"['Cytokine-cytokine receptor interaction', 'Viral protein interaction with cytokine and cytokine receptor', 'JAK-STAT signaling pathway', 'Pathways in cancer', 'Chemokine signaling pathway', 'mitogen-activated protein kinase 1/3 [EC:2.7.11.24]', 'RAC serine/threonine-protein kinase [EC:2.7.11.1]', 'PI3K-Akt signaling pathway', 'Tuberculosis', 'NOD-like receptor signaling pathway', 'IL-17 signaling pathway', 'Hematopoietic cell lineage', 'Lipid and atherosclerosis', 'Th17 cell differentiation', 'Influenza A', 'Toll-like receptor signaling pathway', 'Rheumatoid arthritis', 'NF-kappa B signaling pathway', 'Inflammatory bowel disease', 'MAPK signaling pathway', 'TNF signaling pathway', 'Herpes simplex virus 1 infection', 'Human cytomegalovirus infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Human T-cell leukemia virus 1 infection', 'transcription factor AP-1', 'Salmonella infection', 'C-X-C motif chemokine 1/2/3', 'Toxoplasmosis', 'Metabolic pathways', 'Shigellosis', 'Chagas disease', 'TGF-beta signaling pathway', 'Necroptosis', 'tyrosine-protein kinase Src [EC:2.7.10.2]', 'epidermal growth factor receptor [EC:2.7.10.1]', 'Hormone signaling', 'inhibitor of nuclear factor kappa-B kinase subunit gamma', 'Coronavirus disease - COVID-19', 'Osteoclast differentiation', 'Measles', 'interleukin 1 beta', 'Hepatitis B', 'cyclin-dependent kinase inhibitor 1A', 'apoptosis regulator BAX', 'caspase 3 [EC:3.4.22.56]', 'Alcoholic liver disease', 'Epstein-Barr virus infection', 'Pertussis', 'Transcriptional misregulation in cancer', 'Leishmaniasis', 'Pathogenic Escherichia coli infection', 'Fluid shear stress and atherosclerosis', 'Intestinal immune network for IgA production', 'apoptosis regulator Bcl-2', 'Amoebiasis', 'HIF-1 signaling pathway', 'Proteoglycans in cancer', 'Rap1 signaling pathway', 'Hippo signaling pathway', 'Human papillomavirus infection', 'interleukin 8', 'Th1 and Th2 cell differentiation', 'transforming growth factor beta-1', 'Neutrophil extracellular trap formation', 'insulin-like growth factor 1', 'Hepatitis C', 'Human immunodeficiency virus 1 infection', 'Malaria', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'tumor necrosis factor receptor superfamily member 1A', 'Yersinia infection', 'C-type lectin receptor signaling pathway', 'Ras signaling pathway', 'Apoptosis', 'signal transducer and activator of transcription 1', 'Hepatocellular carcinoma', 'Myc proto-oncogene protein', 'tumor necrosis factor receptor superfamily member 6', 'AGE-RAGE signaling pathway in diabetic complications', 'Viral carcinogenesis', 'Janus kinase 2 [EC:2.7.10.2]', 'Alzheimer disease', 'interferon gamma', 'myeloid differentiation primary response protein MyD88', 'interleukin 12A', 'MicroRNAs in cancer', 'Natural killer cell mediated cytotoxicity', 'Focal adhesion', 'Cell adhesion molecules', 'tumor necrosis factor ligand superfamily member 6', 'integrin beta 1', 'Pathways of neurodegeneration - multiple diseases', 'transforming growth factor beta-2', 'Legionellosis', 'Neuroactive ligand-receptor interaction', 'proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]', 'Leukocyte transendothelial migration', 'transforming growth factor beta-3', 'MHC class II antigen', 'cyclin-dependent kinase inhibitor 2A', 'interleukin 12B', 'nitric-oxide synthase, inducible [EC:1.14.13.39]', 'Colorectal cancer', 'interleukin 1 alpha', 'tumor necrosis factor receptor superfamily member 10A/B', 'interferon alpha', 'TGF-beta receptor type-2 [EC:2.7.11.30]', 'T cell receptor signaling pathway', 'apoptotic protease-activating factor', 'Phagosome', 'RIG-I-like receptor signaling pathway', 'TGF-beta receptor type-1 [EC:2.7.11.30]', 'interleukin 10', 'Autophagy - animal', 'Acute myeloid leukemia', 'Efferocytosis', 'Epithelial cell signaling in Helicobacter pylori infection', 'integrin beta 2', 'Non-alcoholic fatty liver disease', 'Breast cancer', 'Cellular senescence', 'Regulation of actin cytoskeleton', 'intercellular adhesion molecule 1', 'C-C motif chemokine 5', 'adenomatosis polyposis coli protein', 'FoxO signaling pathway', 'Pancreatic cancer', 'beta-glucuronidase [EC:3.2.1.31]', 'Staphylococcus aureus infection', 'toll-like receptor 2', 'interferon receptor 1', 'transcription factor 7-like 2', 'interferon gamma receptor 1', 'C-C motif chemokine 2', 'Endocytosis', 'monocyte differentiation antigen CD14', 'tumor necrosis factor receptor superfamily member 5', 'Prostate cancer', 'Autoimmune thyroid disease', 'Chronic myeloid leukemia', 'hepatocyte growth factor', 'C-X-C motif chemokine 5/6', 'Viral myocarditis', 'EGFR tyrosine kinase inhibitor resistance', 'Cytosolic DNA-sensing pathway', 'Type I diabetes mellitus', 'Platinum drug resistance', 'Diabetic cardiomyopathy', 'Neurotrophin signaling pathway', 'integrin alpha M', 'Primary immunodeficiency', 'Allograft rejection', 'proto-oncogene tyrosine-protein kinase Kit [EC:2.7.10.1]', 'cAMP signaling pathway', 'Amyotrophic lateral sclerosis', 'interferon gamma receptor 2', 'interleukin 4', 'p53 signaling pathway', 'Chemical carcinogenesis - receptor activation', 'Growth hormone synthesis, secretion and action', 'C-X-C chemokine receptor type 4', 'tumor necrosis factor ligand superfamily member 5', 'granulocyte-macrophage colony-stimulating factor', 'Phospholipase D signaling pathway', 'Axon guidance', 'CD86 antigen', 'NACHT, LRR and PYD domains-containing protein 3', 'T-cell surface glycoprotein CD4', 'interleukin 18', 'African trypanosomiasis', 'Endocrine resistance', 'Renal cell carcinoma', 'glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]', 'integrin alpha L', 'Graft-versus-host disease', 'kinase insert domain protein receptor [EC:2.7.10.1]', 'lymphocyte cell-specific protein tyrosine kinase [EC:2.7.10.2]', 'Relaxin signaling pathway', 'Adipocytokine signaling pathway', 'carbonic anhydrase 2 [EC:4.2.1.1]', 'C-X-C motif chemokine 10', 'interleukin 6 receptor', 'Systemic lupus erythematosus', 'Prolactin signaling pathway', 'CD80 antigen', 'Non-small cell lung cancer', 'interleukin 2 receptor gamma', 'transferrin receptor', 'breast cancer anti-estrogen resistance 1', 'Calcium signaling pathway', 'C-C chemokine receptor type 5', 'Longevity regulating pathway', 'interleukin 1 receptor type I', 'Asthma', 'Melanoma', 'neutrophil cytosolic factor 2', 'macrophage colony-stimulating factor 1', 'adiponectin', 'interleukin 23 subunit alpha', 'Glioma', 'low affinity immunoglobulin gamma Fc receptor III', 'Wnt signaling pathway', 'Pancreatic secretion', 'PPAR signaling pathway', 'Central carbon metabolism in cancer', 'ErbB signaling pathway', 'Adherens junction', 'FMS-like tyrosine kinase 1 [EC:2.7.10.1]', 'interleukin 7 receptor', 'Endometrial cancer', 'Cushing syndrome', 'Autophagy - other', 'C-X-C motif chemokine 12', 'Prion disease', 'KIT ligand', 'interleukin 6 signal transducer', 'toll-like receptor 3', 'fatty acid synthase, animal type [EC:2.3.1.85]', 'bone morphogenetic protein receptor type-2 [EC:2.7.11.30]', 'plasminogen activator inhibitor 1', 'mTOR signaling pathway', 'tumor necrosis factor receptor superfamily member 16', 'defensin, alpha', 'Apoptosis - multiple species', 'granulocyte colony-stimulating factor', 'Bladder cancer', 'laminin, beta 1', 'Apelin signaling pathway', 'C-X3-C motif chemokine 1', 'Thyroid hormone signaling pathway', 'C-C motif chemokine 15/23', 'bone morphogenetic protein receptor type-1A [EC:2.7.11.30]', 'C-C motif chemokine 3', 'ubiquitin carboxyl-terminal hydrolase CYLD [EC:3.4.19.12]', 'interleukin 1 receptor type II', 'growth hormone receptor', 'neutrophil cytosolic factor 4', 'Hypertrophic cardiomyopathy', 'CASP8 and FADD-like apoptosis regulator', 'fms-related tyrosine kinase 3 [EC:2.7.10.1]', 'Oxytocin signaling pathway', 'Insulin resistance', 'erythropoietin receptor', 'acyl-CoA 6-desaturase (Delta-6 desaturase) [EC:1.14.19.3]', 'tumor necrosis factor receptor superfamily member 1B', ""purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]"", 'Basal cell carcinoma', 'C-C motif chemokine 4', 'CD44 antigen', 'myeloperoxidase [EC:1.11.2.2]', 'NADPH oxidase 1', 'Insulin signaling pathway', 'Dilated cardiomyopathy', 'toll-like receptor 6', 'somatostatin', 'Cell cycle', 'interleukin 12 receptor beta-1', 'Bacterial invasion of epithelial cells', 'Huntington disease', 'C-X-C chemokine receptor type 2', 'tumor necrosis factor, alpha-induced protein 3 [EC:3.4.19.12]', 'Tight junction', 'toll-like receptor 5', 'ATP-binding cassette, subfamily A (ABC1), member 1', 'hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]', 'MHC class II transactivator [EC:2.7.11.1]', 'nucleotide-binding oligomerization domain-containing protein 1', 'Estrogen signaling pathway', 'activin receptor type-1 [EC:2.7.11.30]', 'lymphotoxin alpha (TNF superfamily, member 1)', 'Thermogenesis', 'C-X-C chemokine receptor type 1', 'fms-related tyrosine kinase 3 ligand', 'tumor necrosis factor receptor superfamily member 13C', 'C-C motif chemokine 17', 'FMS-like tyrosine kinase 4 [EC:2.7.10.1]', 'interleukin 3 receptor alpha', 'Drug metabolism - other enzymes', 'Antigen processing and presentation', 'interleukin 10 receptor beta', 'cysteine protease ATG4 [EC:3.4.22.-]', 'cullin 2', 'C-C chemokine receptor type 4', 'interleukin 15 receptor alpha', 'interleukin 17A', 'C-C motif chemokine 13', 'Ferroptosis', 'bone morphogenetic protein 2', 'cholecystokinin', 'activin receptor type-2B [EC:2.7.11.30]', 'Melanogenesis', 'tumor necrosis factor receptor superfamily member 11A', 'B cell receptor signaling pathway', 'interleukin 10 receptor alpha', 'beta-2-microglobulin', 'Parathyroid hormone synthesis, secretion and action', 'receptor-interacting serine/threonine-protein kinase 2 [EC:2.7.11.1]', 'interleukin 12 receptor beta-2', 'receptor-interacting serine/threonine-protein kinase 3 [EC:2.7.11.1]', 'thrombopoietin', 'phenylpyruvate tautomerase [EC:5.3.2.1]', 'Gastric acid secretion', 'C-X-C motif chemokine 9', 'C-C motif chemokine 11', 'toll-like receptor 7', 'Parkinson disease', 'C1GALT1-specific chaperone 1', 'potassium intermediate/small conductance calcium-activated channel subfamily N member 4', 'C-C chemokine receptor type 1', 'C-C chemokine receptor type 9', 'Fat digestion and absorption', 'Inflammatory mediator regulation of TRP channels', 'Cysteine and methionine metabolism', 'NLR family member X1', 'Type II diabetes mellitus', 'DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]', 'cytotoxic T-lymphocyte-associated protein 4', 'neprilysin [EC:3.4.24.11]', 'Salivary secretion', 'interleukin 21', 'solute carrier family 4 (sodium bicarbonate cotransporter), member 4', 'interleukin 17F', 'C-C motif chemokine 7', 'interferon epsilon', 'autophagy-related protein 16-1', 'Complement and coagulation cascades', 'C-C motif chemokine 28', 'GnRH signaling pathway', 'ABC transporters', 'Protein digestion and absorption', 'Protein processing in endoplasmic reticulum', 'interleukin 27 subunit alpha', 'fatty acid-binding protein 1, liver', 'B-lymphocyte antigen CD19', 'leukemia inhibitory factor receptor', 'thrombopoietin receptor', 'Mitophagy - animal', 'tumor necrosis factor receptor superfamily member 13B', 'inhibin beta C chain', 'growth differentiation factor 5', 'Cholinergic synapse', 'cytokine receptor common subunit beta', 'granulocyte colony-stimulating factor receptor', 'interferon regulatory factor 1', 'interferon kappa', 'VEGF signaling pathway', 'calcium-activated chloride channel regulator 1', 'interleukin 20', 'ubiquitin-like modifier-activating enzyme ATG7', 'inhibin beta E chain', 'Viral life cycle - HIV-1', 'C-type lectin domain family 7 member A', 'interleukin 1 receptor accessory protein', 'Lysosome', 'interleukin 17D', 'interleukin 20 receptor beta', 'interleukin 13 receptor alpha-1', 'C-C motif chemokine 24', 'CX3C chemokine receptor 1', 'C-X-C motif chemokine 11', 'interferon omega', 'C-C motif chemokine 21', 'mitogen-activated protein kinase kinase kinase 8 [EC:2.7.11.25]', 'C-C chemokine receptor type 10', 'Proximal tubule bicarbonate reclamation', 'C-X-C chemokine receptor type 5', 'Nucleotide metabolism', 'Cytoskeleton in muscle cells', 'C-C motif chemokine 14', 'Purine metabolism', 'C-C motif chemokine 8', 'GnRH secretion', 'C-C chemokine receptor type 6', 'small subunit ribosomal protein S18e', 'nucleotide-binding oligomerization domain-containing protein 2', 'interleukin 17 receptor C', 'ECM-receptor interaction', 'C-C motif chemokine 18', 'Nitrogen metabolism', 'Ubiquitin mediated proteolysis', 'Virion - Human immunodeficiency virus', 'Fc gamma R-mediated phagocytosis', 'ciliary neurotrophic factor', 'Fatty acid metabolism', 'cardiotrophin 1', 'Gap junction', 'Hedgehog signaling pathway', 'C-C motif chemokine 26', 'inhibin beta B chain', 'inhibin beta A chain', 'interleukin 18 receptor accessory protein', 'ciliary neurotrophic factor receptor', 'toll-like receptor 8', 'motilin', 'beta-defensin 1', 'interleukin 17 receptor B', 'tumor necrosis factor receptor superfamily member 11B', 'lymphotoxin beta (TNF superfamily, member 3)', 'interleukin 9 receptor', 'interleukin 11 receptor alpha', 'interleukin 17 receptor E', 'Antifolate resistance', 'C-X-C chemokine receptor type 3', 'tumor necrosis factor receptor superfamily member 10D', 'sphingosine 1-phosphate receptor 5', 'interleukin 17 receptor A', 'galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65]', 'semenogelase [EC:3.4.21.77]', 'pyrin', 'Adrenergic signaling in cardiomyocytes', 'integrin alpha X', 'cardiotrophin-like cytokine factor 1', 'carbonic anhydrase [EC:4.2.1.1]', 'ankyrin-3', 'interleukin 26', 'liver X receptor beta', 'MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5', 'C-C chemokine receptor type 2', 'indian hedgehog', 'inducible T-cell co-stimulator ligand', 'Pentose and glucuronate interconversions', 'Ovarian steroidogenesis', 'C-X-C motif chemokine 16', 'Thy-1 cell surface antigen', 'toll-like receptor 1', 'interleukin 37', 'Glycosaminoglycan degradation', 'Ascorbate and aldarate metabolism', 'Virion - Adenovirus', 'leucine-rich repeat kinase 2 [EC:2.7.11.1]', 'Cocaine addiction', 'interleukin 17B', 'tumor necrosis factor receptor superfamily member EDAR', 'Ribosome', 'tumor necrosis factor receptor superfamily member 10C', 'C-X-C chemokine receptor type 6', 'interleukin 13 receptor alpha-2', 'tachykinin 1', 'Renin secretion', 'Biosynthesis of cofactors', 'tumor necrosis factor receptor superfamily member 19', 'Long-term depression', 'neurotensin', 'Serotonergic synapse', 'erbb2-interacting protein', 'Fatty acid biosynthesis', 'Mucin type O-glycan biosynthesis', 'bestrophin-2', 'Tyrosine metabolism', 'Collecting duct acid secretion', 'deleted in malignant brain tumors 1 protein', 'Biosynthesis of amino acids', 'SEL1 protein', 'Phenylalanine metabolism', 'solute carrier family 26 (sulfate anion transporter), member 2', 'Other types of O-glycan biosynthesis', 'Carbon metabolism', 'MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 1', 'tumor necrosis factor receptor superfamily member 12A', 'alpha-Linolenic acid metabolism', 'discs large protein 5', 'solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29', 'hepatocyte growth factor-like protein', 'interferon regulatory factor 8', 'interleukin 22 receptor alpha 2', 'interferon regulatory factor 5', 'solute carrier family 15 (oligopeptide transporter), member 1', 'tumor necrosis factor receptor superfamily member 18', 'tumor necrosis factor receptor superfamily member 25', 'interleukin 36 alpha', 'free fatty acid receptor 2', 'tumor necrosis factor ligand superfamily member 7', 'Virion - Rotavirus', 'leucine-rich repeat-containing G protein-coupled receptor 5', 'neuropeptide W', 'NACHT, LRR and PYD domains-containing protein 1', 'protein S100-A9', 'Arginine biosynthesis', 'Biosynthesis of unsaturated fatty acids', 'Virion - Lassa virus and SFTS virus', 'CD68 antigen', 'tumor necrosis factor receptor superfamily member 6B', 'Peroxisome', 'NACHT, LRR and PYD domains-containing protein 12', 'Glycolysis / Gluconeogenesis', 'tumor necrosis factor receptor superfamily member 4', 'NACHT, LRR and PYD domains-containing protein 6', 'Carbohydrate digestion and absorption', 'interleukin 1 receptor-like 1', 'Glutamatergic synapse', 'Dopaminergic synapse', 'Cholesterol metabolism', 'intercellular adhesion molecule 3', 'ATF-like basic leucine zipper transcriptional factor', 'Proteasome', 'Circadian entrainment', 'Arginine and proline metabolism', 'Retrograde endocannabinoid signaling', 'Long-term potentiation', 'autophagy-related protein 16-2']","['Bacillota', 'Clostridia', 'Eubacteriales', 'Oscillospiraceae', 'Lachnospiraceae', 'Bacteroidota', 'Bacteroidales', 'Bacteroidia', 'Bacilli', 'Erysipelotrichales', 'Erysipelotrichia', 'Lactobacillales', 'Christensenellaceae', 'Erysipelotrichaceae', 'Prevotellaceae', 'Negativicutes', 'Blautia', 'Bacteroidaceae', 'Caryophanales', 'Lactobacillaceae', 'Eubacteriales_incertae_sedis_XIII', 'Guopingia', 'Peptoniphilaceae', 'Alistipes', 'Bacteroides', 'Rikenellaceae', 'Veillonellales', 'Veillonellaceae', 'Peptostreptococcaceae', 'Muriventricola', 'Muribaculaceae', 'Sellimonas', 'Streptococcaceae', 'Phocaeicola', 'Hydrogeniiclostridium', 'Mediterraneibacter', 'Solibaculum', 'Porphyromonadaceae', 'Anaerotignum', 'Sporobacter', 'Flintibacter', 'Streptococcus', 'Intestinimonas', 'Selenomonadales', 'Dorea', 'Laedolimicola', 'Coprobacillaceae', 'Odoribacteraceae', 'Bacillaceae', 'Anaerosporobacter', 'Anaerotruncus', 'Kineothrix', 'Massiliimalia', 'Clostridiaceae 1', 'Papillibacter', 'Caryophanaceae', 'Luoshenia', 'Ihubacter', 'Fumia', 'Eubacteriaceae', 'Ruminococcus', 'Eubacteriales_incertae_sedis', 'Caproicibacter', 'Faecalibacterium', 'Gehongia', 'Bryobacter', 'Ructibacterium', 'Parabacteroides', 'Clostridium sensu stricto', 'Hominimerdicola', 'Lentihominibacter', 'Bryobacteraceae', 'Enterocloster', 'Terriglobia', 'Thomasclavelia', 'Selenomonadaceae', 'Oscillibacter', 'Acidobacteriota', 'Bryobacterales', 'Barnesiellaceae', 'Peptoniphilus', 'Micrococcales', 'Fusobacteriaceae', 'Harryflintia', 'Muricoprocola', 'Acidaminococcaceae', 'Lawsonibacter', 'Segatella', 'Vescimonas', 'Acidaminococcales', 'Colidextribacter', 'Muribaculum', 'Roseburia', 'Butyricicoccus', 'Ruminococcoides', 'Clostridiaceae 2', 'Gallintestinimicrobium', 'Duncaniella', 'Limosilactobacillus', 'Paludihabitans', 'Isachenkonia', 'Micrococcaceae', 'Criibacterium', 'Prevotella', 'Dysosmobacter', 'Anaerofilum', 'Fournierella', 'Catenibacillus', 'Lactobacillus', 'Merdimonas', 'Butyricimonas', 'Ethanoligenens', 'Acetanaerobacterium', 'Bacillota_incertae_sedis', 'Pararoseburia', 'Fusobacterium', 'Eubacteriales_incertae_sedis_XII', 'Beduinibacterium', 'Raoultibacter', 'Odoribacter', 'Porphyromonas', 'Sporosarcina', 'Guggenheimella', 'Longicatena', 'Campylobacteraceae', 'Dialister', 'Ercella', 'Campylobacteria', 'Campylobacter', 'Aminipila', 'Anaerobutyricum', 'Paraprevotella', 'Campylobacterales', 'Lachnotalea', 'Campylobacterota', 'Coprobacter', 'Neglecta', 'Acutalibacter', 'Anaeromassilibacillus', 'Megasphaera', 'Enorma', 'Anaerobium', 'Zongyangia', 'Faecalicatena', 'Phascolarctobacterium', 'Caproiciproducens', 'Oligosphaeraceae', 'Oligosphaeria', 'Anthropogastromicrobium', 'Veillonella', 'Leyella', 'Novisyntrophococcus', 'Cuneatibacter', 'Robinsoniella', 'Barnesiella', 'Prevotellamassilia', 'Oligosphaera', 'Copranaerobaculum', 'Gemmiger', 'Longibaculum', 'Mordavella', 'Agathobaculum', 'Holdemanella', 'Stomatobaculum', 'Waltera', 'Desulfitibacter', 'Anaerococcus', 'Brotolimicola', 'Companilactobacillus', 'Agathobacter', 'Faecalibacillus', 'Faecalicoccus', 'Thermotalea', 'Hallella', 'Aerococcaceae', 'Brotonthovivens', 'Christensenella', 'Youxingia', 'Eisenbergiella', 'Ligaoa', 'Paramuribaculum', 'Syntrophomonadaceae', 'Cetobacterium', 'Gallibacter', 'Streptophyta', 'Capillibacterium', 'Rothia', 'Massilimicrobiota', 'Ruthenibacterium', 'Alloprevotella', 'Ligilactobacillus', 'Anaerotaenia', 'Weissella', 'Desertifilales', 'Lactococcus', 'Euryarchaeota', 'Pseudoflavonifractor', 'Anaerobacterium', 'Natranaerobiales', 'Leuconostoc', 'Hespellia', 'Natranaerobiaceae', 'Ellagibacter', 'Hoylesella', 'Lacrimispora', 'Amedibacillus', 'Howardella', 'Scardovia', 'Amedibacterium', 'Eubacterium', 'Massiliprevotella', 'Faecalimonas', 'Lachnoanaerobaculum', 'Acetatifactor', 'Negativibacillus', 'Anaerovibrio', 'Cellulosilyticum', 'Thermoclostridium', 'Dethiobacter', 'Mogibacterium', 'Caproicibacterium', 'Lactonifactor', 'Paenibacillus', 'Hydrogenoanaerobacterium', 'Olsenella', 'Cryptanaerobacter', 'Dubosiella', 'Ornithinibacillus', 'Listeriaceae', 'Moryella', 'Brochothrix', 'Oenococcus', 'Breznakia', 'Catenibacterium', 'Paenibacillaceae', 'Facklamia', 'Petroclostridium', 'Faecalitalea', 'Virgibacillus', 'Turicibacteraceae', 'Carnobacteriaceae', 'Turicibacter', 'Levilactobacillus', 'Coprobacillus', 'Acidaminococcus', 'Oceanobacillus', 'Romboutsia', 'Abiotrophia', 'Pelospora', 'Gracilibacteraceae', 'Staphylococcaceae', 'Microbacteriaceae', 'Propionispira', 'Desulfurispora', 'Lysinibacillus', 'Fusicatenibacter', 'Pseudoclavibacter', 'Carnobacterium', 'Rummeliibacillus', 'Mediterranea', 'Succiniclasticum', 'Staphylococcus', 'Enterococcaceae', 'Pseudoprevotella', 'Metaprevotella', 'Peribacillus', 'Dielma', 'Thermoplasmata', 'Weizmannia', 'Albibacterium', 'Faecalibaculum', 'Lutispora', 'Pseudoramibacter', 'Rhodococcus', 'Holdemania', 'Sphingobacteriales', 'Pediococcus', 'Absicoccus', 'Dellaglioa', 'Bulleidia', 'Acetivibrio', 'Anaerosoma', 'Williamwhitmaniaceae', 'Actinotignum', 'Methanomassiliicoccales', 'Murdochiella', 'Intestinibacillus', 'Niallia', 'Anaeroglobus', 'Lancefieldella', 'Paeniclostridium', 'Pectinatus', 'Methanobacteriales', 'Acetobacteroides', 'Terrisporobacter', 'Haloimpatiens', 'Allisonella', 'Syntrophococcus', 'Stecheria', 'Koleobacterales', 'Parasporobacterium', 'Peptacetobacter', 'Drancourtella', 'Methanomassiliicoccus', 'Lacticaseibacillus', 'Pseudobutyrivibrio', 'Methanomassiliicoccaceae', 'Roseimarinus', 'Gleimia', 'Priestia', 'Selenomonas', 'Megamonas', 'Jutongia', 'Murimonas', 'Sphingobacteriia', 'Lactiplantibacillus', 'Gemella', 'Symbiobacteriaceae', 'Sporofaciens', 'Lachnobacterium', 'Thermanaerosceptrum', 'Alkalibacter', 'Methanobacteria', 'Methanobrevibacter', 'Anaerotalea', 'Caldinitratiruptor', 'Berryella', 'Proteinivoraceae', 'Hoministercoradaptatus', 'Bacillales_Incertae Sedis XI', 'Methanobacteriaceae', 'Garciella', 'Prolixibacteraceae', 'Sphingobacteriaceae', 'Koleobacter', 'Thermoactinomycetaceae', 'Syntrophomonas', 'Miniphocaeibacter', 'Tissierellia', 'Acetitomaculum', 'Koleobacteraceae', 'Negativicoccus', 'Peptostreptococcus', 'Proteinivorax', 'Pusillibacter', 'Finegoldia', 'Cellulosibacter', 'Alterileibacterium', 'Tissierellaceae', 'Lawsonellaceae', 'Parvimonas', 'Suilimivivens', 'Lawsonella', 'Aminivibrio', 'Atopobium', 'Salinithrix', 'Solobacterium', 'Desulfocucumis', 'Falcatimonas', 'Tepidimicrobium', 'Pseudobacteroides', 'Tissierellales']",-0.5425719,3.3504703,2,0.1,10,10,100,1.0,0.1
1,2,2,0,"['nuclear factor NF-kappa-B p105 subunit', 'Sphingolipid signaling pathway']",[],0.8434963,0.03465418,2,0.1,10,10,100,1.0,0.1
2,5,5,0,"['actin beta/gamma 1', 'Maturity onset diabetes of the young', 'Motor proteins', 'Virion - Ebolavirus, Lyssavirus and Morbillivirus', 'Vibrio cholerae infection']",[],0.70301694,0.21516009,2,0.1,10,10,100,1.0,0.1
3,3,3,0,"['Signaling pathways regulating pluripotency of stem cells', 'interleukin 23 receptor', 'interleukin 7']",[],0.6270295,0.087654136,2,0.1,10,10,100,1.0,0.1
4,2,2,0,"['baculoviral IAP repeat-containing protein 2/3', 'Amphetamine addiction']",[],0.81654876,0.043198846,2,0.1,10,10,100,1.0,0.1
5,2,1,1,['toll-like receptor 4'],['Psychrobacillus'],0.69145864,0.06264332,2,0.1,10,10,100,1.0,0.1
6,5,4,1,"['Gastric cancer', 'Small cell lung cancer', 'Choline metabolism in cancer', 'erythropoietin']",['Alloscardovia'],0.40862364,0.1608687,2,0.1,10,10,100,1.0,0.1
7,3,3,0,"['insulin', 'Platelet activation', 'Regulation of lipolysis in adipocytes']",[],0.65768033,0.1345941,2,0.1,10,10,100,1.0,0.1
8,3,2,1,"['interferon beta', 'Porphyrin metabolism']",['Leuconostocaceae'],0.689243,0.082901865,2,0.1,10,10,100,1.0,0.1
9,4,3,1,"['interferon receptor 2', 'interleukin 11', 'caspase recruitment domain-containing protein 9']",['Kocuria'],0.7029786,0.10556303,2,0.1,10,10,100,1.0,0.1
