Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,713,401,312,"['Cytokine-cytokine receptor interaction', 'Viral protein interaction with cytokine and cytokine receptor', 'JAK-STAT signaling pathway', 'nuclear factor NF-kappa-B p105 subunit', 'Chemokine signaling pathway', 'Pathways in cancer', 'C-X-C motif chemokine 1/2/3', 'interleukin 1 beta', 'cyclin-dependent kinase inhibitor 1A', 'inhibitor of nuclear factor kappa-B kinase subunit gamma', 'caspase 3 [EC:3.4.22.56]', 'toll-like receptor 4', 'baculoviral IAP repeat-containing protein 2/3', 'interleukin 8', 'transforming growth factor beta-1', 'interferon gamma', 'signal transducer and activator of transcription 1', 'PI3K-Akt signaling pathway', 'IL-17 signaling pathway', 'NOD-like receptor signaling pathway', 'tumor necrosis factor ligand superfamily member 6', 'interleukin 12A', 'Hematopoietic cell lineage', 'transforming growth factor beta-3', 'Metabolic pathways', 'interferon beta', 'Tuberculosis', 'interleukin 10', 'Inflammatory bowel disease', 'Th17 cell differentiation', 'cyclin-dependent kinase inhibitor 2A', 'NF-kappa B signaling pathway', 'tumor necrosis factor receptor superfamily member 10A/B', 'TGF-beta receptor type-1 [EC:2.7.11.30]', 'nitric-oxide synthase, inducible [EC:1.14.13.39]', 'Toll-like receptor signaling pathway', 'TGF-beta receptor type-2 [EC:2.7.11.30]', 'MHC class II antigen', 'Rheumatoid arthritis', 'apoptotic protease-activating factor', 'Lipid and atherosclerosis', 'tumor necrosis factor receptor superfamily member 5', 'interleukin 12B', 'adenomatosis polyposis coli protein', 'toll-like receptor 2', 'interleukin 1 alpha', 'interferon alpha', 'integrin beta 2', 'interferon receptor 2', 'interferon receptor 1', 'C-X-C motif chemokine 5/6', 'Influenza A', 'granulocyte-macrophage colony-stimulating factor', 'TGF-beta signaling pathway', 'interleukin 4', 'MAPK signaling pathway', 'Human T-cell leukemia virus 1 infection', 'interleukin 18', 'C-C motif chemokine 5', 'CD86 antigen', 'T-cell surface glycoprotein CD4', 'Herpes simplex virus 1 infection', 'interferon gamma receptor 2', 'Human cytomegalovirus infection', 'monocyte differentiation antigen CD14', 'intercellular adhesion molecule 1', 'Coronavirus disease - COVID-19', 'Salmonella infection', 'C-X-C chemokine receptor type 4', 'integrin alpha M', 'hepatocyte growth factor', 'Shigellosis', 'Kaposi sarcoma-associated herpesvirus infection', 'Intestinal immune network for IgA production', 'Chagas disease', 'Osteoclast differentiation', 'Necroptosis', 'C-X-C motif chemokine 10', 'Signaling pathways regulating pluripotency of stem cells', 'interleukin 2 receptor alpha', 'Toxoplasmosis', 'Fluid shear stress and atherosclerosis', 'Neuroactive ligand-receptor interaction', 'Measles', 'Hippo signaling pathway', 'Leishmaniasis', 'Pertussis', 'glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]', 'Transcriptional misregulation in cancer', 'transcription initiation factor TFIID TATA-box-binding protein', 'Alcoholic liver disease', 'adiponectin', 'lymphocyte cell-specific protein tyrosine kinase [EC:2.7.10.2]', 'Neutrophil extracellular trap formation', 'toll-interleukin 1 receptor (TIR) domain-containing adaptor protein', 'Amoebiasis', 'interleukin 2 receptor gamma', 'Hepatitis B', 'granulocyte colony-stimulating factor', 'Pathogenic Escherichia coli infection', 'laminin, beta 1', 'kinase insert domain protein receptor [EC:2.7.10.1]', 'macrophage colony-stimulating factor 1', 'HIF-1 signaling pathway', 'Human papillomavirus infection', 'erythropoietin receptor', 'Malaria', 'Proteoglycans in cancer', 'NADPH oxidase 1', 'toll-like receptor 9', 'Cell adhesion molecules', 'interleukin 7 receptor', 'Leukocyte transendothelial migration', 'lymphotoxin beta receptor TNFR superfamily member 3', 'defensin, alpha', 'lymphotoxin alpha (TNF superfamily, member 1)', 'C-type lectin receptor signaling pathway', 'Hepatitis C', 'Hepatocellular carcinoma', ""purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]"", 'MicroRNAs in cancer', 'C-C motif chemokine 15/23', 'Ras signaling pathway', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Yersinia infection', 'toll-like receptor 7', 'NLR family member X1', 'Alzheimer disease', 'AGE-RAGE signaling pathway in diabetic complications', 'C-C motif chemokine 21', 'FMS-like tyrosine kinase 1 [EC:2.7.10.1]', 'bone morphogenetic protein 2', 'tumor necrosis factor receptor superfamily member 14', 'C-C motif chemokine 17', 'beta-2-microglobulin', 'Autophagy - animal', 'aminopeptidase N [EC:3.4.11.2]', 'Natural killer cell mediated cytotoxicity', 'hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]', 'neutrophil cytosolic factor 2', 'RIG-I-like receptor signaling pathway', 'Legionellosis', 'Apoptosis', 'C-C motif chemokine 20', 'growth hormone receptor', 'interleukin 17B', 'Human immunodeficiency virus 1 infection', 'C-X-C motif chemokine 11', 'ubiquitin carboxyl-terminal hydrolase CYLD [EC:3.4.19.12]', 'low affinity immunoglobulin gamma Fc receptor III', 'interleukin 21', 'interleukin 12 receptor beta-2', 'interleukin 17F', 'interleukin 11', 'neutrophil cytosolic factor 4', 'receptor-interacting serine/threonine-protein kinase 3 [EC:2.7.11.1]', 'Phagosome', 'Pathways of neurodegeneration - multiple diseases', 'C-C motif chemokine 3', 'cAMP signaling pathway', 'cytotoxic T-lymphocyte-associated protein 4', 'interleukin 20 receptor beta', 'Chemical carcinogenesis - reactive oxygen species', 'C-C chemokine receptor type 9', 'C-X3-C motif chemokine 1', 'interleukin 3 receptor alpha', 'Staphylococcus aureus infection', 'high mobility group protein B1', 'Acute myeloid leukemia', 'bone morphogenetic protein receptor type-1A [EC:2.7.11.30]', 'T cell receptor signaling pathway', 'C-X-C chemokine receptor type 3', 'C-C motif chemokine 25', 'tumor necrosis factor receptor superfamily member 1B', 'myeloperoxidase [EC:1.11.2.2]', 'autophagy-related protein 16-1', 'interleukin 27 subunit alpha', 'C-C motif chemokine 4', 'small subunit ribosomal protein S18e', 'interleukin 12 receptor beta-1', 'RAR-related orphan receptor alpha', 'Epithelial cell signaling in Helicobacter pylori infection', 'Primary immunodeficiency', 'phenylpyruvate tautomerase [EC:5.3.2.1]', 'Regulation of actin cytoskeleton', 'Colorectal cancer', 'interleukin 15 receptor alpha', 'Allograft rejection', 'C-C motif chemokine 18', 'caspase recruitment domain-containing protein 9', 'interleukin 17D', 'Cellular senescence', 'Non-alcoholic fatty liver disease', 'ATP-binding cassette, subfamily A (ABC1), member 1', 'fms-related tyrosine kinase 3 ligand', 'thrombopoietin', 'galactoside 2-L-fucosyltransferase 1/2 [EC:2.4.1.69]', 'C1GALT1-specific chaperone 1', 'potassium intermediate/small conductance calcium-activated channel subfamily N member 4', 'activin receptor type-1 [EC:2.7.11.30]', 'interleukin 21 receptor', 'growth differentiation factor 5', 'Autoimmune thyroid disease', 'C-C chemokine receptor type 6', 'C-C chemokine receptor type 7', 'C-X-C motif chemokine 9', 'acyl-CoA 6-desaturase (Delta-6 desaturase) [EC:1.14.19.3]', 'activin receptor type-2B [EC:2.7.11.30]', 'solute carrier family 4 (sodium bicarbonate cotransporter), member 4', 'tumor necrosis factor receptor superfamily member 19', 'C-C motif chemokine 24', 'interleukin 19', 'interleukin 26', 'interleukin 10 receptor alpha', 'C-X-C motif chemokine 14', 'Endocytosis', 'PPAR signaling pathway', 'tumor necrosis factor receptor superfamily member 13C', 'interleukin 17C', 'Diabetic cardiomyopathy', 'activin receptor type-1B [EC:2.7.11.30]', 'Type I diabetes mellitus', 'anti-mullerian hormone receptor type-2 [EC:2.7.11.30]', 'Growth hormone synthesis, secretion and action', 'C-C motif chemokine 8', 'Viral myocarditis', 'nucleotide-binding oligomerization domain-containing protein 1', 'inhibin beta C chain', 'methanethiol oxidase [EC:1.8.3.4]', 'interleukin 22 receptor alpha 1', 'Pancreatic cancer', 'Autophagy - other', 'C-X-C chemokine receptor type 6', 'FoxO signaling pathway', 'interleukin 22', 'Bile secretion', 'interferon kappa', 'Prostate cancer', 'Glycosphingolipid biosynthesis - lacto and neolacto series', 'C-X-C chemokine receptor type 5', 'cardiotrophin 1', 'heterogeneous nuclear ribonucleoprotein A1/A3', 'African trypanosomiasis', 'interleukin 20 receptor alpha', 'C-C chemokine receptor type 4', 'nucleotide-binding oligomerization domain-containing protein 2', 'indian hedgehog', 'Chronic myeloid leukemia', 'C-X-C chemokine receptor type 1', 'p53 signaling pathway', 'ciliary neurotrophic factor receptor', 'tumor necrosis factor receptor superfamily member 10D', 'Phospholipase D signaling pathway', 'ectodysplasin-A', 'galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65]', 'Platinum drug resistance', 'motilin', 'interleukin 17 receptor E', 'granulocyte colony-stimulating factor receptor', 'neprilysin [EC:3.4.24.11]', 'Wnt signaling pathway', 'Adipocytokine signaling pathway', 'C-C chemokine receptor type 1', 'tumor necrosis factor receptor superfamily member 11B', 'Systemic lupus erythematosus', 'Salivary secretion', 'interleukin 17 receptor C', 'Asthma', 'Graft-versus-host disease', 'carbonic anhydrase [EC:4.2.1.1]', 'Cysteine and methionine metabolism', 'Cushing syndrome', 'ABC transporters', 'toll-like receptor 8', 'interferon regulatory factor 1', 'Renal cell carcinoma', 'C-X-C chemokine receptor type 7 (atypical chemokine receptor 3)', 'Fat digestion and absorption', 'Prolactin signaling pathway', 'Relaxin signaling pathway', 'Glycosphingolipid biosynthesis - globo and isoglobo series', 'molybdenum cofactor sulfurtransferase [EC:2.8.1.9]', 'Prion disease', 'Drug metabolism - other enzymes', 'sphingosine 1-phosphate receptor 5', 'ubiquitin-like modifier-activating enzyme ATG7', 'Protein digestion and absorption', 'ankyrin-3', 'Non-small cell lung cancer', 'Apoptosis - multiple species', 'interleukin 13 receptor alpha-1', 'interleukin 1 receptor accessory protein', 'interleukin 17 receptor A', 'cytokine receptor common subunit beta', 'Ribosome', 'MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5', 'Protein processing in endoplasmic reticulum', 'Sphingolipid signaling pathway', 'inhibin beta B chain', 'Central carbon metabolism in cancer', 'C-type lectin domain family 7 member A', 'Antigen processing and presentation', 'Nitrogen metabolism', 'inhibin beta A chain', 'toll-like receptor 1', 'Bladder cancer', 'interleukin 9 receptor', 'neurotensin', 'Inflammatory mediator regulation of TRP channels', 'Sulfur metabolism', 'solute carrier family 15 (oligopeptide transporter), member 1', 'Nucleotide metabolism', 'Proximal tubule bicarbonate reclamation', 'Fc epsilon RI signaling pathway', 'Basal cell carcinoma', 'cardiotrophin-like cytokine factor 1', 'C-C chemokine receptor type 2', 'Purine metabolism', 'Complement and coagulation cascades', 'lymphotoxin beta (TNF superfamily, member 3)', 'Apelin signaling pathway', 'bestrophin-2', 'Lysosome', 'tachykinin 1', 'Cell cycle', 'tumor necrosis factor receptor superfamily member 21', 'solute carrier family 26 (sulfate anion transporter), member 2', 'tumor necrosis factor receptor superfamily member EDAR', 'interferon regulatory factor 8', 'interleukin 11 receptor alpha', 'interleukin 22 receptor alpha 2', 'tumor necrosis factor receptor superfamily member 25', 'aquaporin-8', 'Tyrosine metabolism', 'interleukin 37', 'Renin-angiotensin system', 'tumor necrosis factor receptor superfamily member 17', 'interleukin 36 alpha', 'secreted frizzled-related protein 3', 'deleted in malignant brain tumors 1 protein', 'discs large protein 5', 'Fatty acid metabolism', 'interferon regulatory factor 5', 'Ascorbate and aldarate metabolism', 'Folate biosynthesis', 'tumor necrosis factor ligand superfamily member 7', 'Other types of O-glycan biosynthesis', 'interleukin 13 receptor alpha-2', 'VEGF signaling pathway', 'tumor necrosis factor receptor superfamily member 10C', 'Glutathione metabolism', 'Virion - Human immunodeficiency virus', 'Viral life cycle - HIV-1', 'Spliceosome', 'Parkinson disease', 'Fatty acid biosynthesis', 'Ubiquitin mediated proteolysis', 'tumor necrosis factor receptor superfamily member 18', 'ECM-receptor interaction', 'C-X-C motif chemokine 16', 'Basal transcription factors', 'leucine-rich repeat-containing G protein-coupled receptor 5', 'Pentose and glucuronate interconversions', 'Glycosaminoglycan degradation', 'Collecting duct acid secretion', 'Thyroid hormone synthesis', 'Mucin type O-glycan biosynthesis', 'Virion - Lassa virus and SFTS virus', 'hepatocyte growth factor-like protein', 'NACHT, LRR and PYD domains-containing protein 6', 'Virion - Herpesvirus', 'Base excision repair', 'CD68 antigen', 'Phenylalanine metabolism', 'GnRH secretion', 'NACHT, LRR and PYD domains-containing protein 12', 'ATF-like basic leucine zipper transcriptional factor', 'tumor necrosis factor receptor superfamily member 6B', 'Hedgehog signaling pathway', 'Carbon metabolism', 'free fatty acid receptor 2', 'Antifolate resistance', 'Fc gamma R-mediated phagocytosis', 'protein S100-A9', 'Cholesterol metabolism', 'neuropeptide W', 'Virion - Adenovirus', 'Biosynthesis of amino acids', 'Biosynthesis of unsaturated fatty acids', 'alpha-Linolenic acid metabolism', 'intercellular adhesion molecule 3', 'Glycolysis / Gluconeogenesis', 'interleukin 1 receptor-like 1', 'NACHT, LRR and PYD domains-containing protein 1', 'tumor necrosis factor receptor superfamily member 4', 'Peroxisome', 'autophagy-related protein 16-2', 'Arginine biosynthesis', 'Arginine and proline metabolism', 'Proteasome', 'Dopaminergic synapse']","['Bacillota', 'Clostridia', 'Eubacteriales', 'Lachnospiraceae', 'Bacteroidales', 'Bacteroidia', 'Actinomycetota', 'Bacilli', 'Coriobacteriia', 'Erysipelotrichales', 'Erysipelotrichia', 'Lactobacillales', 'Erysipelotrichaceae', 'Eggerthellales', 'Eggerthellaceae', 'Christensenellaceae', 'Prevotellaceae', 'Actinobacteria', 'Negativicutes', 'Bacteroidaceae', 'Blautia', 'Caryophanales', 'Coriobacteriales', 'Guopingia', 'Coriobacteriaceae', 'Peptoniphilaceae', 'Bacteroides', 'Veillonellales', 'Veillonellaceae', 'Alistipes', 'Sellimonas', 'Muribaculaceae', 'Peptococcaceae', 'Rikenellaceae', 'Streptococcaceae', 'Phocaeicola', 'Mediterraneibacter', 'Actinomycetaceae', 'Actinomycetales', 'Atopobiaceae', 'Adlercreutzia', 'Eubacteriaceae', 'Coprobacillaceae', 'Porphyromonadaceae', 'Selenomonadales', 'Hydrogeniiclostridium', 'Streptococcus', 'Sporobacter', 'Flintibacter', 'Faecalibacterium', 'Caryophanaceae', 'Collinsella', 'Kineothrix', 'Odoribacteraceae', 'Bacillaceae', 'Laedolimicola', 'Thomasclavelia', 'Acidaminococcales', 'Dorea', 'Akkermansia', 'Anaerosporobacter', 'Bryobacterales', 'Bryobacteraceae', 'Selenomonadaceae', 'Terriglobia', 'Acidaminococcaceae', 'Bryobacter', 'Verrucomicrobiota', 'Eubacteriales_incertae_sedis', 'Ruminococcus', 'Roseburia', 'Acidobacteriota', 'Luoshenia', 'Lentihominibacter', 'Verrucomicrobiales', 'Colidextribacter', 'Mollicutes', 'Akkermansiaceae', 'Muricoprocola', 'Leuconostocaceae', 'Enterocloster', 'Peptococcus', 'Verrucomicrobiia', 'Segatella', 'Ructibacterium', 'Hominimerdicola', 'Parabacteroides', 'Rubneribacter', 'Gehongia', 'Lawsonibacter', 'Isachenkonia', 'Clostridiaceae 2', 'Duncaniella', 'Ethanoligenens', 'Butyricicoccus', 'Paludihabitans', 'Bacillota_incertae_sedis', 'Lactobacillus', 'Mycobacteriales', 'Muribaculum', 'Catenibacillus', 'Anaerofilum', 'Vescimonas', 'Longicatena', 'Odoribacter', 'Neglecta', 'Peptoniphilus', 'Anaerobutyricum', 'Defluviitalea', 'Beduinibacterium', 'Dialister', 'Capillibacterium', 'Veillonella', 'Eubacteriales_incertae_sedis_XII', 'Porphyromonas', 'Acholeplasmatales', 'Mariniplasma', 'Guggenheimella', 'Prevotellamassilia', 'Defluviitaleaceae', 'Campylobacter', 'Victivallaceae', 'Campylobacterales', 'Phascolarctobacterium', 'Caproiciproducens', 'Corynebacterium', 'Leyella', 'Hungatella', 'Agathobaculum', 'Anaeromassilibacillus', 'Barnesiella', 'Acutalibacter', 'Butyrivibrio', 'Alloprevotella', 'Acholeplasmataceae', 'Victivallis', 'Heliobacteriaceae', 'Oenococcus', 'Megasphaera', 'Lentisphaeria', 'Victivallales', 'Companilactobacillus', 'Syntrophomonadaceae', 'Aerococcaceae', 'Robinsoniella', 'Campylobacterota', 'Corynebacteriaceae', 'Campylobacteria', 'Anaerophaga', 'Stomatobaculum', 'Faecalicatena', 'Massilimicrobiota', 'Holdemanella', 'Faecalibacillus', 'Sporomusaceae', 'Campylobacteraceae', 'Copranaerobaculum', 'Brotonthovivens', 'Ezakiella', 'Slackia', 'Brotolimicola', 'Tractidigestivibacter', 'Heliobacterium', 'Anthropogastromicrobium', 'Abiotrophia', 'Thermophilibacter', 'Desertifilales', 'Pseudobutyrivibrio', 'Eubacterium', 'Paenibacillaceae', 'Acetatifactor', 'Paraprevotella', 'Oribacterium', 'Natranaerobiaceae', 'Lacrimispora', 'Vallitaleaceae', 'Gallibacter', 'Murdochiella', 'Gemmiger', 'Murimonas', 'Lactococcus', 'Desertifilaceae', 'Propionispira', 'Natranaerobiales', 'Ornithinibacillus', 'Desulfitibacter', 'Thermoclostridium', 'Dellaglioa', 'Oceanobacillus', 'Paenibacillus', 'Longibaculum', 'Lactonifactor', 'Roseofilum', 'Ellagibacter', 'Dethiobacter', 'Peribacillus', 'Anaerococcus', 'Huintestinicola', 'Weissella', 'Coprobacillus', 'Acidaminococcus', 'Anaeroglobus', 'Petrocella', 'Lachnoanaerobaculum', 'Pseudoflavonifractor', 'Carnobacteriaceae', 'Psychrobacillus', 'Turicibacter', 'Faecalimonas', 'Virgibacillus', 'Enterococcaceae', 'Facklamia', 'Howardella', 'Niallia', 'Actinobaculum', 'Anaerobacterium', 'Carnobacterium', 'Leuconostoc', 'Lysinibacillus', 'Fannyhessea', 'Scardovia', 'Anaerovorax', 'Cetobacterium', 'Amedibacillus', 'Turicibacteraceae', 'Faecalicoccus', 'Euryarchaeota', 'Cellulosilyticum', 'Miniphocaeibacter', 'Pectinatus', 'Absicoccus', 'Gracilibacteraceae', 'Amedibacterium', 'Pseudoramibacter', 'Senegalimassilia', 'Olsenella', 'Dendrosporobacter', 'Stecheria', 'Succiniclasticum', 'Ligaoa', 'Bulleidia', 'Allisonella', 'Hoministercoradaptatus', 'Jutongia', 'Paratractidigestivibacter', 'Eggerthella', 'Faecalibaculum', 'Christensenella', 'Pediococcus', 'Mogibacterium', 'Varibaculum', 'Enterococcus', 'Lutispora', 'Methylomusa', 'Actinotignum', 'Terrisporobacter', 'Methanobacteriales', 'Syntrophococcus', 'Cryptanaerobacter', 'Anaerosomatales', 'Methanobrevibacter', 'Williamwhitmaniaceae', 'Levilactobacillus', 'Peptidiphaga', 'Lacticaseibacillus', 'Methanobacteria', 'Gleimia', 'Sphingobacteriia', 'Romboutsia', 'Megamonas', 'Methanobacteriaceae', 'Acetobacteroides', 'Curtanaerobium', 'Sphingobacteriales', 'Pseudobacteroides', 'Lactiplantibacillus', 'Albibacterium', 'Finegoldia', 'Caldinitratiruptor', 'Thermanaerosceptrum', 'Paeniclostridium', 'Weizmannia', 'Anaerosoma', 'Berryella', 'Koleobacterales', 'Bacillales_Incertae Sedis XI', 'Acetitomaculum', 'Negativicoccus', 'Roseimarinus', 'Gemella', 'Methanomassiliicoccaceae', 'Koleobacteraceae', 'Koleobacter', 'Methanomassiliicoccus', 'Methanomassiliicoccales', 'Thermoplasmata', 'Prolixibacteraceae', 'Symbiobacteriaceae', 'Sphingobacteriaceae', 'Peptostreptococcus', 'Atopobium', 'Fructilactobacillus', 'Lachnobacterium', 'Salinithrix', 'Desulfocucumis', 'Lawsonella', 'Parvimonas', 'Solobacterium', 'Aminivibrio', 'Cloacibacillus', 'Lawsonellaceae', 'Thermoactinomycetaceae']",-0.55425555,3.0637965,2,0.1,20,10,100,0.1,1.0
1,3,3,0,"['RAC serine/threonine-protein kinase [EC:2.7.11.1]', 'Cholinergic synapse', 'Carbohydrate digestion and absorption']",[],0.706455,0.08301091,2,0.1,20,10,100,0.1,1.0
2,2,2,0,"['actin beta/gamma 1', 'aryl hydrocarbon receptor']",[],0.63516605,0.0991724,2,0.1,20,10,100,0.1,1.0
3,20,11,9,"['tyrosine-protein kinase Src [EC:2.7.10.2]', 'tumor necrosis factor receptor superfamily member 6', 'proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]', 'C-C chemokine receptor type 5', 'fatty acid synthase, animal type [EC:2.3.1.85]', 'interleukin 10 receptor beta', 'Thermogenesis', 'Bacterial invasion of epithelial cells', 'Hypertrophic cardiomyopathy', 'Mineral absorption', 'ATP-dependent chromatin remodeling']","['Micrococcales', 'Limosilactobacillus', 'Bifidobacterium', 'Microbacteriaceae', 'Staphylococcus', 'Priestia', 'Rhodococcus', 'Nocardiaceae', 'Schaalia']",-0.11968899,0.59675777,2,0.1,20,10,100,0.1,1.0
4,2,2,0,"['epidermal growth factor receptor [EC:2.7.10.1]', 'Adrenergic signaling in cardiomyocytes']",[],0.53830475,0.08706986,2,0.1,20,10,100,0.1,1.0
5,5,5,0,"['apoptosis regulator BAX', 'interleukin 1 receptor type I', 'C-C chemokine receptor type 8', 'Chemical carcinogenesis - receptor activation', 'Gap junction']",[],0.49905506,0.18841624,2,0.1,20,10,100,0.1,1.0
6,3,3,0,"['apoptosis regulator Bcl-2', 'Dilated cardiomyopathy', 'epithelial cell adhesion molecule']",[],0.7162704,0.060437635,2,0.1,20,10,100,0.1,1.0
7,6,4,2,"['tumor necrosis factor receptor superfamily member 1A', 'CASP8 and FADD-like apoptosis regulator', 'SEL1 protein', 'Glucagon signaling pathway']","['Barnesiellaceae', 'Kocuria']",0.4829485,0.20678635,2,0.1,20,10,100,0.1,1.0
8,2,2,0,"['integrin beta 1', 'Ovarian steroidogenesis']",[],0.83813727,0.0563553,2,0.1,20,10,100,0.1,1.0
9,9,9,0,"['Myc proto-oncogene protein', 'interleukin 2 receptor beta', 'Axon guidance', 'AMPK signaling pathway', 'Longevity regulating pathway', 'Adherens junction', 'guanylate cyclase activator 2', 'Thyroid cancer', 'GABAergic synapse']",[],0.441999,0.19647273,2,0.1,20,10,100,0.1,1.0
