Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,4,3,1,"['Cytokine-cytokine receptor interaction', 'interleukin 12B', 'thrombopoietin']",['Atopobium'],0.6987673,0.058934983,2,0.05,10,50,100,0.1,0.1
1,4,4,0,"['mitogen-activated protein kinase 1/3 [EC:2.7.11.24]', 'Glutamatergic synapse', 'Long-term potentiation', 'Retrograde endocannabinoid signaling']",[],0.4320752,0.10092212,2,0.05,10,50,100,0.1,0.1
2,2,2,0,"['RAC serine/threonine-protein kinase [EC:2.7.11.1]', 'Breast cancer']",[],0.6458155,0.022581415,2,0.05,10,50,100,0.1,0.1
3,2,2,0,"['Pathways in cancer', 'Signaling pathways regulating pluripotency of stem cells']",[],0.65393984,0.046596047,2,0.05,10,50,100,0.1,0.1
4,3,2,1,"['inhibitor of nuclear factor kappa-B kinase subunit gamma', 'erythropoietin']",['Actinobacteria'],0.6305805,0.038601182,2,0.05,10,50,100,0.1,0.1
5,2,2,0,"['PI3K-Akt signaling pathway', 'T cell receptor signaling pathway']",[],0.7530484,0.03541025,2,0.05,10,50,100,0.1,0.1
6,8,7,1,"['apoptosis regulator BAX', 'apoptosis regulator Bcl-2', 'proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]', 'Ras signaling pathway', 'Autophagy - animal', 'Apoptosis - multiple species', 'CASP8 and FADD-like apoptosis regulator']",['Staphylococcaceae'],0.15216832,0.14399259,2,0.05,10,50,100,0.1,0.1
7,2,2,0,"['Tuberculosis', 'interferon gamma']",[],0.71414757,0.020529842,2,0.05,10,50,100,0.1,0.1
8,2,2,0,"['caspase 3 [EC:3.4.22.56]', 'Huntington disease']",[],0.83830875,0.013649498,2,0.05,10,50,100,0.1,0.1
9,8,7,1,"['Lipid and atherosclerosis', 'NF-kappa B signaling pathway', 'Alcoholic liver disease', 'Epithelial cell signaling in Helicobacter pylori infection', 'C-X-C motif chemokine 11', 'Protein processing in endoplasmic reticulum', 'Proteasome']",['Lactobacillaceae'],0.41823533,0.107828714,2,0.05,10,50,100,0.1,0.1
10,8,5,3,"['interleukin 1 beta', 'plasminogen activator inhibitor 1', 'bone morphogenetic protein receptor type-1A [EC:2.7.11.30]', 'Fat digestion and absorption', 'interferon regulatory factor 8']","['Carnobacteriaceae', 'Carnobacterium', 'Tepidimicrobium']",0.28644055,0.13158867,2,0.05,10,50,100,0.1,0.1
11,3,3,0,"['tyrosine-protein kinase Src [EC:2.7.10.2]', 'Dilated cardiomyopathy', 'GABAergic synapse']",[],0.5590851,0.047206882,2,0.05,10,50,100,0.1,0.1
12,46,15,31,"['C-X-C motif chemokine 1/2/3', 'interleukin 12 receptor beta-1', 'C-C chemokine receptor type 4', 'C-C motif chemokine 7', 'C-type lectin domain family 7 member A', 'C1GALT1-specific chaperone 1', 'interferon epsilon', 'C-C motif chemokine 8', 'C-C chemokine receptor type 2', 'tumor necrosis factor receptor superfamily member EDAR', 'toll-like receptor 1', 'Mucin type O-glycan biosynthesis', 'Other types of O-glycan biosynthesis', 'NACHT, LRR and PYD domains-containing protein 1', 'autophagy-related protein 16-2']","['Christensenellaceae', 'Veillonellaceae', 'Sporobacter', 'Papillibacter', 'Gehongia', 'Clostridium sensu stricto', 'Hominimerdicola', 'Bryobacteraceae', 'Acidobacteriota', 'Bryobacter', 'Terriglobia', 'Bryobacterales', 'Bacillota_incertae_sedis', 'Dialister', 'Anaeromassilibacillus', 'Ichthyobacteriaceae', 'Flavobacteriia', 'Ichthyobacterium', 'Flavobacteriales', 'Caproiciproducens', 'Veillonella', 'Desulfitibacter', 'Gemmiger', 'Negativibacillus', 'Cryptanaerobacter', 'Megamonas', 'Pectinatus', 'Romboutsia', 'Methanomassiliicoccus', 'Thermoplasmata', 'Peptacetobacter']",-0.31395045,0.47837853,2,0.05,10,50,100,0.1,0.1
13,14,9,5,"['NOD-like receptor signaling pathway', 'Rheumatoid arthritis', 'cyclin-dependent kinase inhibitor 2A', 'RIG-I-like receptor signaling pathway', 'hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]', 'autophagy-related protein 16-1', 'potassium intermediate/small conductance calcium-activated channel subfamily N member 4', 'Fatty acid metabolism', 'tumor necrosis factor receptor superfamily member 12A']","['Companilactobacillus', 'Paenibacillus', 'Anaerosomataceae', 'Anaerosoma', 'Anaerosomatales']",0.3774316,0.19244522,2,0.05,10,50,100,0.1,0.1
14,9,7,2,"['Influenza A', 'Autoimmune thyroid disease', 'bone morphogenetic protein receptor type-2 [EC:2.7.11.30]', 'toll-like receptor 5', 'Pancreatic secretion', 'Ferroptosis', 'Antifolate resistance']","['Chloroplast', 'Streptophyta']",0.3910094,0.12690245,2,0.05,10,50,100,0.1,0.1
15,2,2,0,"['cyclin-dependent kinase inhibitor 1A', 'interferon receptor 1']",[],0.48347104,0.041246705,2,0.05,10,50,100,0.1,0.1
16,6,4,2,"['Hematopoietic cell lineage', 'Inflammatory bowel disease', 'adenomatosis polyposis coli protein', 'interleukin 11']","['Coriobacteriaceae', 'Varibaculum']",0.501918,0.088702485,2,0.05,10,50,100,0.1,0.1
17,9,7,2,"['TNF signaling pathway', 'Toll-like receptor signaling pathway', 'signal transducer and activator of transcription 1', 'Amoebiasis', 'Primary immunodeficiency', 'activin receptor type-1 [EC:2.7.11.30]', 'Parkinson disease']","['Stomatobaculum', 'Lawsonella']",0.3228985,0.15082699,2,0.05,10,50,100,0.1,0.1
18,16,13,3,"['Herpes simplex virus 1 infection', 'Human T-cell leukemia virus 1 infection', 'transforming growth factor beta-1', 'TGF-beta signaling pathway', 'TGF-beta receptor type-1 [EC:2.7.11.30]', 'Natural killer cell mediated cytotoxicity', 'granulocyte-macrophage colony-stimulating factor', 'C-X-C chemokine receptor type 4', 'fms-related tyrosine kinase 3 [EC:2.7.10.1]', 'interleukin 3 receptor alpha', 'cysteine protease ATG4 [EC:3.4.22.-]', 'tumor necrosis factor receptor superfamily member 19', 'solute carrier family 15 (oligopeptide transporter), member 1']","['Raoultibacter', 'Gordonibacter', 'Olsenella']",0.2745821,0.1826253,2,0.05,10,50,100,0.1,0.1
19,2,2,0,"['actin beta/gamma 1', 'Motor proteins']",[],0.60167205,0.028561449,2,0.05,10,50,100,0.1,0.1
20,2,2,0,"['tumor necrosis factor receptor superfamily member 1A', 'C-C motif chemokine 22']",[],0.84692216,0.023636034,2,0.05,10,50,100,0.1,0.1
