Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,33,17,16,"['Cytokine-cytokine receptor interaction', 'interleukin 1 beta', 'interleukin 1 alpha', 'Intestinal immune network for IgA production', 'interleukin 1 receptor type II', 'CD44 antigen', 'Leukocyte transendothelial migration', 'Staphylococcus aureus infection', 'mitogen-activated protein kinase kinase kinase 8 [EC:2.7.11.25]', 'cytokine receptor common subunit beta', 'Autoimmune thyroid disease', 'integrin alpha X', 'Systemic lupus erythematosus', 'Antigen processing and presentation', 'Carbon metabolism', 'Virion - Adenovirus', 'Biosynthesis of amino acids']","['Bacteroidales', 'Bacteroidia', 'Anaerotignum', 'Mediterraneibacter', 'Ructibacterium', 'Campylobacteria', 'Faecalicatena', 'Mordavella', 'Olsenella', 'Roseimarinus', 'Koleobacter', 'Frisingicoccus', 'Lachnobacterium', 'Atopobium', 'Lawsonellaceae', 'Lawsonella']",0.023382427,0.52653563,2,0.1,60,50,100,0.1,10
1,3,3,0,"['RAC serine/threonine-protein kinase [EC:2.7.11.1]', 'mucin-2', 'AMPK signaling pathway']",[],0.60736424,0.09349559,2,0.1,60,50,100,0.1,10
2,2,2,0,"['transcription factor AP-1', 'Mitophagy - animal']",[],0.8660474,0.03108047,2,0.1,60,50,100,0.1,10
3,4,2,2,"['C-X-C motif chemokine 1/2/3', 'interleukin 37']","['Dorea', 'Neglecta']",0.7688497,0.15953018,2,0.1,60,50,100,0.1,10
4,162,65,97,"['interleukin 8', 'interleukin 12B', 'MHC class II antigen', 'nitric-oxide synthase, inducible [EC:1.14.13.39]', 'intercellular adhesion molecule 1', 'interferon gamma receptor 1', 'C-C motif chemokine 5', 'integrin alpha M', 'hepatocyte growth factor', 'NACHT, LRR and PYD domains-containing protein 3', 'C-X-C chemokine receptor type 4', 'glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]', 'macrophage colony-stimulating factor 1', 'neutrophil cytosolic factor 2', 'low affinity immunoglobulin gamma Fc receptor III', 'FMS-like tyrosine kinase 1 [EC:2.7.10.1]', 'neutrophil cytosolic factor 4', 'C-C motif chemokine 3', 'C-X-C chemokine receptor type 2', 'C-C motif chemokine 4', 'tumor necrosis factor, alpha-induced protein 3 [EC:3.4.19.12]', 'interleukin 10 receptor alpha', 'C-X-C chemokine receptor type 1', 'C-C chemokine receptor type 4', 'interleukin 17A', 'C-C chemokine receptor type 1', 'granulocyte-macrophage colony-stimulating factor receptor alpha', 'receptor-interacting serine/threonine-protein kinase 2 [EC:2.7.11.1]', 'nucleotide-binding oligomerization domain-containing protein 2', 'granulocyte colony-stimulating factor receptor', 'B-lymphocyte antigen CD19', 'ubiquitin-like modifier-activating enzyme ATG7', 'interleukin 18 receptor 1', 'RIG-I-like receptor signaling pathway', 'neprilysin [EC:3.4.24.11]', 'interleukin 13 receptor alpha-1', 'toll-like receptor 8', 'interleukin 17 receptor A', 'inhibin beta A chain', 'interleukin 18 receptor accessory protein', 'lymphotoxin beta (TNF superfamily, member 3)', 'interleukin 9 receptor', 'pyrin', 'interleukin 11 receptor alpha', 'C-C chemokine receptor type 2', 'MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5', 'tumor necrosis factor receptor superfamily member 17', 'Protein digestion and absorption', 'C-X-C motif chemokine 16', 'ATF-like basic leucine zipper transcriptional factor', 'tumor necrosis factor ligand superfamily member 7', 'CD68 antigen', 'Viral life cycle - HIV-1', 'tumor necrosis factor receptor superfamily member 10C', 'tumor necrosis factor receptor superfamily member 6B', 'Virion - Human immunodeficiency virus', 'NACHT, LRR and PYD domains-containing protein 12', 'intercellular adhesion molecule 3', 'interleukin 1 receptor-like 1', 'free fatty acid receptor 2', 'NACHT, LRR and PYD domains-containing protein 1', 'Glycolysis / Gluconeogenesis', 'Biosynthesis of unsaturated fatty acids', 'alpha-Linolenic acid metabolism', 'tumor necrosis factor receptor superfamily member 4']","['Bacilli', 'Coriobacteriia', 'Erysipelotrichia', 'Erysipelotrichales', 'Lactobacillales', 'Eggerthellaceae', 'Eggerthellales', 'Erysipelotrichaceae', 'Negativicutes', 'Blautia', 'Caryophanales', 'Veillonellales', 'Alistipes', 'Peptoniphilaceae', 'Rikenellaceae', 'Peptostreptococcaceae', 'Actinomycetales', 'Atopobiaceae', 'Hydrogeniiclostridium', 'Laedolimicola', 'Massiliimalia', 'Eubacteriaceae', 'Eubacteriales_incertae_sedis', 'Hominimerdicola', 'Roseburia', 'Peptococcus', 'Lentihominibacter', 'Ihubacter', 'Oscillibacter', 'Fournierella', 'Paludihabitans', 'Gallintestinimicrobium', 'Criibacterium', 'Anaerofilum', 'Caproiciproducens', 'Acutalibacter', 'Anaerobium', 'Zongyangia', 'Anaerosolibacter', 'Paraprevotella', 'Campylobacteraceae', 'Acholeplasmataceae', 'Brotolimicola', 'Campylobacterota', 'Anaerotaenia', 'Campylobacter', 'Gallibacter', 'Brotonthovivens', 'Campylobacterales', 'Youxingia', 'Caproicibacterium', 'Hoylesella', 'Hydrogenoanaerobacterium', 'Ruthenibacterium', 'Faecalicoccus', 'Cellulosilyticum', 'Negativibacillus', 'Slackia', 'Anaerofustis', 'Anaerobacterium', 'Actinotignum', 'Methanobacteriales', 'Paeniclostridium', 'Pseudobacteroides', 'Methanobrevibacter', 'Methanobacteriaceae', 'Anaerosomataceae', 'Sporofaciens', 'Bacillales_Incertae Sedis XI', 'Anaerosoma', 'Anaerotalea', 'Finegoldia', 'Megamonas', 'Prolixibacteraceae', 'Sphingobacteriia', 'Albibacterium', 'Negativicoccus', 'Anaerosomatales', 'Sphingobacteriaceae', 'Falcatimonas', 'Gemella', 'Pusillibacter', 'Koleobacterales', 'Koleobacteraceae', 'Acetitomaculum', 'Syntrophomonas', 'Gleimia', 'Symbiobacteriaceae', 'Thermanaerosceptrum', 'Peptostreptococcus', 'Sphingobacteriales', 'Caldinitratiruptor', 'Proteinivoraceae', 'Methanomassiliicoccaceae', 'Thermoactinomycetaceae', 'Cloacibacillus', 'Aminivibrio']",-0.41768542,1.6520768,2,0.1,60,50,100,0.1,10
5,3,3,0,"['cyclin-dependent kinase inhibitor 1A', 'apoptotic protease-activating factor', 'ABC transporters']",[],0.6730911,0.064878635,2,0.1,60,50,100,0.1,10
6,2,1,1,['inhibitor of nuclear factor kappa-B kinase subunit gamma'],['Schaalia'],0.6782177,0.07726813,2,0.1,60,50,100,0.1,10
7,4,3,1,"['epidermal growth factor receptor [EC:2.7.10.1]', 'baculoviral IAP repeat-containing protein 2/3', 'Thermogenesis']",['Alloscardovia'],0.6479142,0.16241321,2,0.1,60,50,100,0.1,10
8,218,97,121,"['actin beta/gamma 1', 'interleukin 12A', 'cyclin-dependent kinase inhibitor 2A', 'transforming growth factor beta-2', 'tumor necrosis factor ligand superfamily member 6', 'interferon receptor 2', 'interleukin 10', 'interferon alpha', 'tumor necrosis factor ligand superfamily member 5', 'interleukin 4', 'granulocyte-macrophage colony-stimulating factor', 'T-cell surface glycoprotein CD4', 'integrin alpha L', 'interleukin 6 receptor', 'adiponectin', 'interleukin 23 subunit alpha', 'interleukin 4 receptor', 'plasminogen activator inhibitor 1', 'interleukin 15', 'interleukin 7 receptor', 'erythropoietin receptor', 'bone morphogenetic protein receptor type-1A [EC:2.7.11.30]', 'claudin', 'laminin, beta 1', 'ubiquitin carboxyl-terminal hydrolase CYLD [EC:3.4.19.12]', 'CASP8 and FADD-like apoptosis regulator', 'Neuroactive ligand-receptor interaction', 'toll-like receptor 6', 'C-X3-C motif chemokine 1', 'tumor necrosis factor receptor superfamily member 13C', 'myeloperoxidase [EC:1.11.2.2]', 'lymphotoxin alpha (TNF superfamily, member 1)', 'anti-mullerian hormone', 'MHC class II transactivator [EC:2.7.11.1]', 'aminopeptidase N [EC:3.4.11.2]', 'activin receptor type-1 [EC:2.7.11.30]', 'toll-like receptor 5', 'nucleotide-binding oligomerization domain-containing protein 1', 'receptor-interacting serine/threonine-protein kinase 3 [EC:2.7.11.1]', 'C-C motif chemokine 19', 'cullin 2', 'interleukin 15 receptor alpha', 'leukemia inhibitory factor', 'interleukin 21 receptor', 'potassium intermediate/small conductance calcium-activated channel subfamily N member 4', 'interleukin 21', 'C-C motif chemokine 7', 'caspase recruitment domain-containing protein 9', 'cytotoxic T-lymphocyte-associated protein 4', 'ghrelin', 'NLR family member X1', 'toll-like receptor 7', 'interleukin 20', 'interleukin 22', 'interleukin 20 receptor alpha', 'C-X-C motif chemokine 9', 'anti-mullerian hormone receptor type-2 [EC:2.7.11.30]', 'inhibin beta C chain', 'C-X-C motif chemokine 11', 'interleukin 19', 'C-C motif chemokine 8', 'C-C motif chemokine 1', 'C-X-C chemokine receptor type 5', 'C-C motif chemokine 18', 'C-X-C motif chemokine 13', 'runt-related transcription factor 3', 'heterogeneous nuclear ribonucleoprotein A1/A3', 'inducible T-cell co-stimulator ligand', 'C-X-C chemokine receptor type 7 (atypical chemokine receptor 3)', 'molybdenum cofactor sulfurtransferase [EC:2.8.1.9]', 'T-cell surface glycoprotein CD2', 'tumor necrosis factor receptor superfamily member 11B', 'Glycosphingolipid biosynthesis - lacto and neolacto series', 'cardiotrophin-like cytokine factor 1', 'Glycosphingolipid biosynthesis - globo and isoglobo series', 'aquaporin-8', 'nuclear receptor subfamily 1 group D member 2', 'Sulfur metabolism', 'bestrophin-2', 'solute carrier family 15 (oligopeptide transporter), member 1', 'Purine metabolism', 'Nucleotide metabolism', 'tumor necrosis factor receptor superfamily member 12A', 'interferon lambda receptor 1', 'fatty acid-binding protein 5, epidermal', 'interleukin 22 receptor alpha 2', 'Other types of O-glycan biosynthesis', 'interferon regulatory factor 5', 'tumor necrosis factor receptor superfamily member 18', 'discs large protein 5', 'Fatty acid biosynthesis', 'secreted frizzled-related protein 3', 'tumor necrosis factor receptor superfamily member 7', 'Folate biosynthesis', 'Base excision repair', 'Pentose and glucuronate interconversions', 'Virion - Lassa virus and SFTS virus']","['Pseudomonadota', 'Prevotellaceae', 'Bacteroidaceae', 'Gammaproteobacteria', 'Coriobacteriales', 'Betaproteobacteria', 'Burkholderiales', 'Bacteroides', 'Coriobacteriaceae', 'Muribaculaceae', 'Fusobacteriia', 'Phocaeicola', 'Fusobacteriota', 'Fusobacteriales', 'Sutterellaceae', 'Bacillaceae', 'Coprobacillaceae', 'Collinsella', 'Terriglobia', 'Lachnospira', 'Acidobacteriota', 'Bryobacteraceae', 'Anaerostipes', 'Bryobacterales', 'Akkermansia', 'Bifidobacteriales', 'Thomasclavelia', 'Verrucomicrobiia', 'Verrucomicrobiales', 'Segatella', 'Bryobacter', 'Verrucomicrobiota', 'Barnesiellaceae', 'Fusobacteriaceae', 'Akkermansiaceae', 'Lentisphaerota', 'Pseudomonadales', 'Deltaproteobacteria', 'Longicatena', 'Odoribacter', 'Desulfovibrionaceae', 'Raoultibacter', 'Desulfovibrionales', 'Dysosmobacter', 'Capillibacterium', 'Aerococcaceae', 'Alcaligenaceae', 'Fusobacterium', 'Enterobacteriaceae', 'Parasutterella', 'Stomatobaculum', 'Anaerophaga', 'Holdemanella', 'Massiliprevotella', 'Hungatella', 'Companilactobacillus', 'Cryptobacterium', 'Victivallaceae', 'Agathobaculum', 'Tractidigestivibacter', 'Marinilabiliaceae', 'Bifidobacterium', 'Barnesiella', 'Intestinibacillus', 'Victivallales', 'Rothia', 'Xiamenia', 'Acetatifactor', 'Abiotrophia', 'Lacrimispora', 'Pigmentiphaga', 'Thermoclostridium', 'Drancourtella', 'Ellagibacter', 'Niallia', 'Virgibacillus', 'Roseateles', 'Massilimicrobiota', 'Flavonifractor', 'Leuconostoc', 'Succiniclasticum', 'Lactococcus', 'Cetobacterium', 'Pectinatus', 'Pseudoclavibacter', 'Acidaminococcus', 'Weissella', 'Jutongia', 'Paradesulfitobacterium', 'Velocimicrobium', 'Hoministercoradaptatus', 'Peptidiphaga', 'Dellaglioa', 'Psychrobacillus', 'Actinobaculum', 'Fenollaria', 'Eggerthella', 'Stecheria', 'Facklamia', 'Miniphocaeibacter', 'Lutispora', 'Gracilibacteraceae', 'Kocuria', 'Pseudoramibacter', 'Carnobacterium', 'Enterococcaceae', 'Enterococcus', 'Oxalobacter', 'Senegalimassilia', 'Faecalibaculum', 'Desulfovibrio', 'Pediococcus', 'Enterobacter', 'Mannheimia', 'Selenomonas', 'Salmonella', 'Lactiplantibacillus', 'Lacticaseibacillus', 'Romboutsia', 'Varibaculum', 'Curtanaerobium']",-0.52320737,1.991985,2,0.1,60,50,100,0.1,10
9,6,6,0,"['signal transducer and activator of transcription 1', 'Viral protein interaction with cytokine and cytokine receptor', 'myeloid differentiation primary response protein MyD88', 'JAK-STAT signaling pathway', 'Cell adhesion molecules', 'Primary immunodeficiency']",[],0.59163505,0.18991399,2,0.1,60,50,100,0.1,10
10,4,3,1,"['caspase 3 [EC:3.4.22.56]', 'tumor necrosis factor receptor superfamily member 6', 'interleukin 17 receptor C']",['Fructilactobacillus'],0.55281585,0.1736342,2,0.1,60,50,100,0.1,10
11,23,17,6,"['apoptosis regulator Bcl-2', 'apoptosis regulator BAX', 'proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]', 'Janus kinase 2 [EC:2.7.10.2]', 'transforming growth factor beta-3', 'TGF-beta receptor type-2 [EC:2.7.11.30]', 'tumor necrosis factor receptor superfamily member 5', 'interleukin 1 receptor type I', 'interleukin 3 receptor alpha', 'forkhead box P3', 'Protein processing in endoplasmic reticulum', 'Virion - Hepatitis viruses', 'Circadian rhythm', 'solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29', 'lipocalin 2', 'Glutathione metabolism', 'Virion - Ebolavirus, Lyssavirus and Morbillivirus']","['Micrococcales', 'Parabacteroides', 'Amedibacterium', 'Staphylococcus', 'Glutamicibacter', 'Rhodococcus']",0.046668384,0.54805386,2,0.1,60,50,100,0.1,10
12,15,8,7,"['toll-like receptor 4', 'interferon gamma', 'integrin beta 2', 'C-C motif chemokine 2', 'kinase insert domain protein receptor [EC:2.7.10.1]', 'macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]', 'PPAR signaling pathway', 'leucine-rich repeat-containing G protein-coupled receptor 5']","['Lactobacillaceae', 'Eubacterium', 'Ligilactobacillus', 'Longibaculum', 'Lachnoanaerobaculum', 'Faecalimonas', 'Amedibacillus']",0.23209566,0.3826412,2,0.1,60,50,100,0.1,10
13,2,2,0,"['tumor necrosis factor receptor superfamily member 1A', 'TGF-beta signaling pathway']",[],0.9264857,0.026526723,2,0.1,60,50,100,0.1,10
14,5,5,0,"['Myc proto-oncogene protein', 'lymphotoxin beta receptor TNFR superfamily member 3', 'activin receptor type-2A [EC:2.7.11.30]', 'histone deacetylase 6 [EC:3.5.1.98]', 'interleukin 17 receptor E']",[],0.47012216,0.23068969,2,0.1,60,50,100,0.1,10
