Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,2,1,1,['Viral protein interaction with cytokine and cytokine receptor'],['Laedolimicola'],0.5182936,0.029265353,2,0.03,60,4,100,1.0,10
1,2,2,0,"['PI3K-Akt signaling pathway', 'Salmonella infection']",[],0.8552197,0.021188753,2,0.03,60,4,100,1.0,10
2,2,2,0,"['IL-17 signaling pathway', 'Hematopoietic cell lineage']",[],0.7516961,0.025462475,2,0.03,60,4,100,1.0,10
3,2,2,0,"['Th17 cell differentiation', 'Cell cycle']",[],0.9733704,0.011780668,2,0.03,60,4,100,1.0,10
4,5,2,3,"['Metabolic pathways', 'cullin 2']","['Burkholderiales', 'Akkermansiaceae', 'Barnesiella']",0.5527335,0.04825097,2,0.03,60,4,100,1.0,10
5,2,1,1,['cyclin-dependent kinase inhibitor 2A'],['Niallia'],0.79153824,0.018836541,2,0.03,60,4,100,1.0,10
6,2,2,0,"['interleukin 8', 'Biosynthesis of amino acids']",[],0.922289,0.021272544,2,0.03,60,4,100,1.0,10
7,2,2,0,"['transforming growth factor beta-1', 'Cytosolic DNA-sensing pathway']",[],0.92546,0.019102724,2,0.03,60,4,100,1.0,10
8,2,2,0,"['tumor necrosis factor ligand superfamily member 6', 'interleukin 2 receptor beta']",[],0.9150468,0.015009667,2,0.03,60,4,100,1.0,10
9,2,2,0,"['Janus kinase 2 [EC:2.7.10.2]', 'Motor proteins']",[],0.9313221,0.017653598,2,0.03,60,4,100,1.0,10
10,2,2,0,"['Intestinal immune network for IgA production', 'ubiquitin carboxyl-terminal hydrolase CYLD [EC:3.4.19.12]']",[],0.86124325,0.01906155,2,0.03,60,4,100,1.0,10
11,2,2,0,"['tumor necrosis factor receptor superfamily member 10A/B', 'aquaporin-8']",[],0.66386247,0.029824123,2,0.03,60,4,100,1.0,10
12,2,2,0,"['T-cell surface glycoprotein CD4', 'Sulfur metabolism']",[],0.82757986,0.018618358,2,0.03,60,4,100,1.0,10
13,14,5,9,"['C-X-C motif chemokine 5/6', 'C-C motif chemokine 21', 'C-C motif chemokine 18', 'interleukin 20 receptor alpha', 'Phenylalanine metabolism']","['Erysipelotrichia', 'Blautia', 'Thomasclavelia', 'Lentisphaerota', 'Guggenheimella', 'Acidaminococcus', 'Brochothrix', 'Actinobaculum', 'Rummeliibacillus']",0.17108156,0.11139924,2,0.03,60,4,100,1.0,10
14,2,2,0,"['interferon beta', 'RIG-I-like receptor signaling pathway']",[],0.8843777,0.019359168,2,0.03,60,4,100,1.0,10
