Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,5,2,3,"['Cytokine-cytokine receptor interaction', 'ubiquitin-like modifier-activating enzyme ATG7']","['Eggerthellales', 'Eggerthellaceae', 'Actinotignum']",0.5250837,0.045627873,2,0.03,20,50,100,1.0,0.1
1,2,2,0,"['JAK-STAT signaling pathway', 'Primary immunodeficiency']",[],0.60333717,0.021360531,2,0.03,20,50,100,1.0,0.1
2,4,4,0,"['Pathways in cancer', 'Herpes simplex virus 1 infection', 'tumor necrosis factor ligand superfamily member 6', 'somatostatin']",[],0.64738095,0.040328354,2,0.03,20,50,100,1.0,0.1
3,3,3,0,"['Chemokine signaling pathway', 'defensin, alpha', 'C-C motif chemokine 21']",[],0.5286151,0.03407797,2,0.03,20,50,100,1.0,0.1
4,2,2,0,"['RAC serine/threonine-protein kinase [EC:2.7.11.1]', 'Glioma']",[],0.7922751,0.02481891,2,0.03,20,50,100,1.0,0.1
5,3,3,0,"['PI3K-Akt signaling pathway', 'baculoviral IAP repeat-containing protein 2/3', 'C-X-C motif chemokine 12']",[],0.6622527,0.01976999,2,0.03,20,50,100,1.0,0.1
6,2,2,0,"['Lipid and atherosclerosis', 'Coronavirus disease - COVID-19']",[],0.85374147,0.0062067923,2,0.03,20,50,100,1.0,0.1
7,2,2,0,"['Influenza A', 'MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 1']",[],0.5598712,0.020450545,2,0.03,20,50,100,1.0,0.1
8,2,2,0,"['Hematopoietic cell lineage', 'Virion - Lassa virus and SFTS virus']",[],0.6952488,0.014731183,2,0.03,20,50,100,1.0,0.1
9,4,4,0,"['Inflammatory bowel disease', 'fms-related tyrosine kinase 3 [EC:2.7.10.1]', 'CX3C chemokine receptor 1', 'solute carrier family 26 (sulfate anion transporter), member 2']",[],0.54605603,0.027071238,2,0.03,20,50,100,1.0,0.1
10,4,2,2,"['TNF signaling pathway', 'toll-like receptor 2']","['Oceanobacillus', 'Ornithinibacillus']",0.5826856,0.03634512,2,0.03,20,50,100,1.0,0.1
11,3,3,0,"['IL-17 signaling pathway', 'Cell adhesion molecules', 'Cysteine and methionine metabolism']",[],0.65089077,0.025635283,2,0.03,20,50,100,1.0,0.1
12,2,2,0,"['Toll-like receptor signaling pathway', 'Pertussis']",[],0.7277492,0.023453247,2,0.03,20,50,100,1.0,0.1
13,6,6,0,"['Human cytomegalovirus infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Salmonella infection', 'Efferocytosis', 'erythropoietin', 'Mineral absorption']",[],0.40803003,0.050670672,2,0.03,20,50,100,1.0,0.1
14,4,3,1,"['C-X-C motif chemokine 1/2/3', 'intercellular adhesion molecule 1', 'neutrophil cytosolic factor 2']",['Methanobacteriales'],0.65460503,0.04348284,2,0.03,20,50,100,1.0,0.1
15,6,6,0,"['transcription factor AP-1', 'Gastric cancer', 'Regulation of actin cytoskeleton', 'Growth hormone synthesis, secretion and action', 'Choline metabolism in cancer', 'Mitophagy - animal']",[],0.6815214,0.099176764,2,0.03,20,50,100,1.0,0.1
16,2,2,0,"['Chagas disease', 'epithelial cell adhesion molecule']",[],0.69869137,0.012640882,2,0.03,20,50,100,1.0,0.1
17,2,1,1,['inhibitor of nuclear factor kappa-B kinase subunit gamma'],['Rothia'],0.6529331,0.021087918,2,0.03,20,50,100,1.0,0.1
18,2,1,1,['Osteoclast differentiation'],['Staphylococcaceae'],0.33177662,0.029311026,2,0.03,20,50,100,1.0,0.1
19,2,2,0,"['epidermal growth factor receptor [EC:2.7.10.1]', 'Insulin resistance']",[],0.8696347,0.008088967,2,0.03,20,50,100,1.0,0.1
20,3,3,0,"['Necroptosis', 'transforming growth factor beta-3', 'interleukin 10 receptor beta']",[],0.5259381,0.033321843,2,0.03,20,50,100,1.0,0.1
21,2,2,0,"['Measles', 'interferon gamma receptor 2']",[],0.6942705,0.020749304,2,0.03,20,50,100,1.0,0.1
22,3,3,0,"['tyrosine-protein kinase Src [EC:2.7.10.2]', 'Central carbon metabolism in cancer', 'Bacterial invasion of epithelial cells']",[],0.6076587,0.04124267,2,0.03,20,50,100,1.0,0.1
23,2,2,0,"['Leishmaniasis', 'transforming growth factor beta-1']",[],0.6333407,0.02681601,2,0.03,20,50,100,1.0,0.1
