Cluster ID,Number of Nodes,Gene Nodes,Microbe Nodes,Gene Node List,Microbe Node List,Silhouette Score,Cluster Diameter,min_samples,epsilon,dimensions,walk_length,n_walks,p,q
0,118,103,15,"['Cytokine-cytokine receptor interaction', 'interleukin 1 beta', 'myeloid differentiation primary response protein MyD88', 'JAK-STAT signaling pathway', 'Pathways in cancer', 'IL-17 signaling pathway', 'FMS-like tyrosine kinase 1 [EC:2.7.10.1]', 'PI3K-Akt signaling pathway', 'NF-kappa B signaling pathway', 'Tuberculosis', 'Inflammatory bowel disease', 'Th17 cell differentiation', 'TNF signaling pathway', 'Toll-like receptor signaling pathway', 'Lipid and atherosclerosis', 'TGF-beta signaling pathway', 'Intestinal immune network for IgA production', 'interleukin 1 receptor type II', 'Human cytomegalovirus infection', 'MAPK signaling pathway', 'Signaling pathways regulating pluripotency of stem cells', 'Herpes simplex virus 1 infection', 'Osteoclast differentiation', 'Kaposi sarcoma-associated herpesvirus infection', 'Transcriptional misregulation in cancer', 'interleukin 17A', 'Toxoplasmosis', 'Alcoholic liver disease', 'Chagas disease', 'Hippo signaling pathway', 'Epstein-Barr virus infection', 'Pertussis', 'Fluid shear stress and atherosclerosis', 'Neutrophil extracellular trap formation', 'interleukin 18 receptor 1', 'Leishmaniasis', 'Th1 and Th2 cell differentiation', 'Amoebiasis', 'C-type lectin receptor signaling pathway', 'Measles', 'HIF-1 signaling pathway', 'Rap1 signaling pathway', 'Proteoglycans in cancer', 'Autophagy - animal', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Malaria', 'Hepatitis B', 'interleukin 1 receptor accessory protein', 'Efferocytosis', 'Viral carcinogenesis', 'Ras signaling pathway', 'Apoptosis', 'Human papillomavirus infection', 'Hepatitis C', 'Natural killer cell mediated cytotoxicity', 'Chemical carcinogenesis - reactive oxygen species', 'AGE-RAGE signaling pathway in diabetic complications', 'Hepatocellular carcinoma', 'Human immunodeficiency virus 1 infection', 'Epithelial cell signaling in Helicobacter pylori infection', 'Acute myeloid leukemia', 'Regulation of actin cytoskeleton', 'Cytosolic DNA-sensing pathway', 'Non-alcoholic fatty liver disease', 'Growth hormone synthesis, secretion and action', 'Cellular senescence', 'FoxO signaling pathway', 'Phospholipase D signaling pathway', 'Small cell lung cancer', 'Colorectal cancer', 'Prostate cancer', 'Pancreatic cancer', 'Breast cancer', 'EGFR tyrosine kinase inhibitor resistance', 'Chronic myeloid leukemia', 'Renal cell carcinoma', 'Platinum drug resistance', 'Prion disease', 'Antigen processing and presentation', 'Prolactin signaling pathway', 'Relaxin signaling pathway', 'Chemical carcinogenesis - receptor activation', 'Central carbon metabolism in cancer', 'Endocrine resistance', 'Insulin resistance', 'Melanoma', 'Huntington disease', 'Bladder cancer', 'Non-small cell lung cancer', 'mTOR signaling pathway', 'Glioma', 'Thyroid hormone signaling pathway', 'Apelin signaling pathway', 'Inflammatory mediator regulation of TRP channels', 'Oxytocin signaling pathway', 'B cell receptor signaling pathway', 'ErbB signaling pathway', 'Thyroid cancer', 'Parkinson disease', 'Arginine and proline metabolism', 'Antifolate resistance', 'Peroxisome', 'Arginine biosynthesis']","['Bacillota', 'Clostridia', 'Eubacteriales', 'Christensenellaceae', 'Anaerobium', 'Syntrophomonadaceae', 'Robinsoniella', 'Moryella', 'Hydrogenoanaerobacterium', 'Ruthenibacterium', 'Caldinitratiruptor', 'Alterileibacterium', 'Thermoplasmata', 'Methanomassiliicoccales', 'Frisingicoccus']",-0.2182078,1.2543957,2,0.1,10,50,100,0.1,10
1,2,2,0,"['serine/threonine-protein kinase mTOR [EC:2.7.11.1]', 'leucine-rich repeat-containing G protein-coupled receptor 5']",[],0.754709,0.031129967,2,0.1,10,50,100,0.1,10
2,4,3,1,"['transforming growth factor beta-1', 'Sphingolipid signaling pathway', 'Regulation of lipolysis in adipocytes']",['Luoshenia'],0.43908432,0.20379114,2,0.1,10,50,100,0.1,10
3,3,2,1,"['caspase 3 [EC:3.4.22.56]', 'toll-like receptor 1']",['Lactobacillales'],0.5336292,0.14449553,2,0.1,10,50,100,0.1,10
4,2,1,1,['Viral protein interaction with cytokine and cytokine receptor'],['Sporobacter'],0.7878449,0.04801828,2,0.1,10,50,100,0.1,10
5,2,1,1,['interleukin 12B'],['Lawsonibacter'],0.79979885,0.08407672,2,0.1,10,50,100,0.1,10
6,7,5,2,"['toll-like receptor 4', 'hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]', 'semenogelase [EC:3.4.21.77]', 'Glycosphingolipid biosynthesis - lacto and neolacto series', 'Glycosphingolipid biosynthesis - globo and isoglobo series']","['Capillibacterium', 'Megamonas']",0.41932586,0.3873396,2,0.1,10,50,100,0.1,10
7,4,3,1,"['tumor necrosis factor receptor superfamily member 1A', 'C-C motif chemokine 20', 'anti-mullerian hormone receptor type-2 [EC:2.7.11.30]']",['Scardovia'],0.73326916,0.11927326,2,0.1,10,50,100,0.1,10
8,2,1,1,['tumor necrosis factor receptor superfamily member 6'],['Micrococcaceae'],0.757345,0.08350166,2,0.1,10,50,100,0.1,10
9,5,1,4,['MHC class II antigen'],"['Bacilli', 'Caryophanales', 'Faecalibacterium', 'Campylobacterota']",0.48010224,0.26943082,2,0.1,10,50,100,0.1,10
